NOMBRE_ASOCIACION,NUMERO_LISTA,TIPO_CANDIDATURA_PROP,NOMBRE_PROPIETARIO,NOMBRE_SUPLENTE,CIRCUNSCRIPCION_ELECCION,SEXO_PROP,SEXO_SUP
MOVIMIENTO CIUDADANO,38,DIPUTADO FEDERAL RP,VARGAS ZAVALA HECTOR MANUEL,SANCHEZ GOMEZ ROBERTO,II,H,H
MOVIMIENTO CIUDADANO,1,DIPUTADO FEDERAL RP,MENDEZ DE LA LUZ DAUZON DULCE MARIA,AMADOR PEREZ MAYRA ANGELICA,III,M,M
MOVIMIENTO CIUDADANO,2,DIPUTADO FEDERAL RP,GARCIA PEÑA SILEM,LOPEZ OCHOA MIJARES BRAULIO,III,H,H
MOVIMIENTO CIUDADANO,3,DIPUTADO FEDERAL RP,TRUJILLO RINCON CLAUDIA DE LOS ANGELES,MAZA LEON LORENA,III,M,M
MOVIMIENTO CIUDADANO,4,DIPUTADO FEDERAL RP,TORRES LOPEZ GUILLERMO,GARCIA TORRES CANDELARIO,III,H,H
MOVIMIENTO CIUDADANO,5,DIPUTADO FEDERAL RP,REBORA COTERO MARIA DEL CARMEN IRENE,ALTAMIRANO ORANTES MARIA FERNANDA,III,M,M
MOVIMIENTO CIUDADANO,6,DIPUTADO FEDERAL RP,THOMAS GUTU LUIS BERNARDO,GALINDO GARCIA CARLOS FEDERICO,III,H,H
MOVIMIENTO CIUDADANO,7,DIPUTADO FEDERAL RP,PRIEGO MONDRAGON ROCIO DEL CARMEN,DOMINGUEZ SANCHEZ SOFIA,III,M,M
MOVIMIENTO CIUDADANO,8,DIPUTADO FEDERAL RP,CARRETERO TEJEDA ALFREDO,CARMONA RAMIREZ JULIO CESAR,III,H,H
MOVIMIENTO CIUDADANO,9,DIPUTADO FEDERAL RP,GUTIERREZ CALVO LESLIE PATRICIA,VELUETA RAMON LORENA PATRICIA,III,M,M
MOVIMIENTO CIUDADANO,10,DIPUTADO FEDERAL RP,ESTRADA CORDOVA PEDRO,RAMOS HERRERA MANUEL,III,H,H
MOVIMIENTO CIUDADANO,11,DIPUTADO FEDERAL RP,MUÑOZ HERNANDEZ GEORGINA,ROSALES QUIÑONES NORMA,III,M,M
MOVIMIENTO CIUDADANO,12,DIPUTADO FEDERAL RP,BARRIOS ROSALES CARLOS EUGENIO,FERNANDEZ SANCHEZ ARAN JOSUE,III,H,H
MOVIMIENTO CIUDADANO,13,DIPUTADO FEDERAL RP,JIMENEZ ZAVALETA XOCHITL GUADALUPE,ORTIZ MONFIL JOSEFINA,III,M,M
MOVIMIENTO CIUDADANO,14,DIPUTADO FEDERAL RP,VILDOSOLA SILVA ALFIERI,ROSA CRUZ VICTOR MANUEL,III,H,H
MOVIMIENTO CIUDADANO,15,DIPUTADO FEDERAL RP,FLORES HERNANDEZ ANA LAURA,DOMINGUEZ HERRERA MARIBEL,III,M,M
MOVIMIENTO CIUDADANO,16,DIPUTADO FEDERAL RP,BAUTISTA REINHARDT DANIEL ISAI,MARTINEZ SANCHEZ DAVID ARTURO,III,H,H
MOVIMIENTO CIUDADANO,17,DIPUTADO FEDERAL RP,CACERES GONZALEZ MARCIA EURIDICE,CERVANTES OLIVA ANAIS DEYANIRA,III,M,M
MOVIMIENTO CIUDADANO,18,DIPUTADO FEDERAL RP,WINZIG LEON FERNANDO,CABRERA CORNELIO JESUS ANTONIO,III,H,H
MOVIMIENTO CIUDADANO,19,DIPUTADO FEDERAL RP,DUEÑAS CORTAZAR CAROLINA,HERNANDEZ SANTIAGO ANA LAURA,III,M,M
MOVIMIENTO CIUDADANO,20,DIPUTADO FEDERAL RP,ARGUELLO PALOMO CUAUHTEMOC,GARRIDO GENESTA LUIS MIGUEL,III,H,H
MOVIMIENTO CIUDADANO,21,DIPUTADO FEDERAL RP,GONZALEZ PEREZ MARIA,FLORES RODRIGUEZ MARIA DE LOS ANGELES,III,M,M
MOVIMIENTO CIUDADANO,22,DIPUTADO FEDERAL RP,CEBALLOS CAPISTRAN FRANCISCO,MORALES LOYA MIGUEL ANGEL,III,H,H
MOVIMIENTO CIUDADANO,23,DIPUTADO FEDERAL RP,HERNANDEZ ALVAREZ YUNUEN MARISOL,HERNANDEZ ALVAREZ LESLIE ITZEL,III,M,M
MOVIMIENTO CIUDADANO,24,DIPUTADO FEDERAL RP,ZARATE MOTA ENRIQUE SABAS,MORALES MORALES MIGUEL ANGEL,III,H,H
MOVIMIENTO CIUDADANO,25,DIPUTADO FEDERAL RP,TAMARIZ PIMENTEL MARIA DEL CARMEN,CANELA ALEMAN TERESA DE JESUS,III,M,M
MOVIMIENTO CIUDADANO,26,DIPUTADO FEDERAL RP,MARQUEZ ABURTO DANIEL,AGUILAR MORALES ISRAEL,III,H,H
MOVIMIENTO CIUDADANO,27,DIPUTADO FEDERAL RP,BARCELO Y CARVAJAL GENNY MARLENE,GALLEGOS GORDILLO MARIA GUADALUPE,III,M,M
MOVIMIENTO CIUDADANO,28,DIPUTADO FEDERAL RP,GONZALEZ GOMEZ ALBERTO,SANCHEZ BERNAL JESUS VENTURA,III,H,H
MOVIMIENTO CIUDADANO,29,DIPUTADO FEDERAL RP,GALLARDO ARELLANO EVA ALICIA,HOYOS MARTINEZ OLIVIA GENOVEVA,III,M,M
MOVIMIENTO CIUDADANO,30,DIPUTADO FEDERAL RP,REGALADO PEREGRINO OSMER,RUIZ DOMINGUEZ JACOBO ASCENCION,III,H,H
MOVIMIENTO CIUDADANO,31,DIPUTADO FEDERAL RP,GUEVARA FLORES CRUZ KARINA,KOSBERG GONZALEZ JASHA ARACELI,III,M,M
MOVIMIENTO CIUDADANO,32,DIPUTADO FEDERAL RP,KURY RAMOS SAMUEL,ALONSO FLORES GUILLERMO,III,H,H
MOVIMIENTO CIUDADANO,33,DIPUTADO FEDERAL RP,HERNANDEZ GUZMAN ANA LIDIA,ALFONSO CAMPOS ALITZEL,III,M,M
MOVIMIENTO CIUDADANO,34,DIPUTADO FEDERAL RP,XOLO LARA FRANCISCO JAVIER,CELIS PARRA PAUL ERNESTO,III,H,H
MOVIMIENTO CIUDADANO,35,DIPUTADO FEDERAL RP,PORTUGAL SOSA NERBI LUZ,ZAMUDIO VALENCIA ROSAURA,III,M,M
MOVIMIENTO CIUDADANO,36,DIPUTADO FEDERAL RP,GARCIA MARES ELIER,JIMENEZ SOLIS ROBERTO RAFAEL,III,H,H
MOVIMIENTO CIUDADANO,1,DIPUTADO FEDERAL RP,TAGLE MARTINEZ MARTHA ANGELICA,PUENTE GARCIA LUCIA ALEJANDRA,IV,M,M
MOVIMIENTO CIUDADANO,2,DIPUTADO FEDERAL RP,WALTON ABURTO LUIS,BLANCO DEAQUINO SILVANO,IV,H,H
MOVIMIENTO CIUDADANO,3,DIPUTADO FEDERAL RP,ESCALANTE DOMINGUEZ PERLA YADIRA,LOYO MALABAR MARIA GUADALUPE,IV,M,M
MOVIMIENTO CIUDADANO,4,DIPUTADO FEDERAL RP,ABAID KURI ELIAS,ROCHA LIRA GUILLERMO ARTURO,IV,H,H
MOVIMIENTO CIUDADANO,5,DIPUTADO FEDERAL RP,HERNANDEZ GARCIA LAURA,GUERRERO LUGO PATRICIA FABIOLA,IV,M,M
MOVIMIENTO CIUDADANO,6,DIPUTADO FEDERAL RP,MOGUEL BALLADO OSCAR OCTAVIO,MONROY ROMERO ERICK ROMEL,IV,H,H
MOVIMIENTO CIUDADANO,7,DIPUTADO FEDERAL RP,HERRERA LASTRA REYNA ISELA,RONQUILLO CRUZ SARA FERNANDA,IV,M,M
MOVIMIENTO CIUDADANO,8,DIPUTADO FEDERAL RP,FERRER GARCIA JOSE ARIEL,LEON RESENDIZ RAUL,IV,H,H
MOVIMIENTO CIUDADANO,9,DIPUTADO FEDERAL RP,BADILLO JUAREZ MITZI ROCIO,JUAREZ TOVAR MARIA DEL ROCIO,IV,M,M
MOVIMIENTO CIUDADANO,10,DIPUTADO FEDERAL RP,DELGADO MEDINA DAVID NOE,SANCHEZ FENTANES JOSE IGNACIO,IV,H,H
MOVIMIENTO CIUDADANO,11,DIPUTADO FEDERAL RP,FIGUEROA HURTADO ELIZABETH,VAZQUEZ NAVARRO MARIA DE LA LUZ,IV,M,M
MOVIMIENTO CIUDADANO,12,DIPUTADO FEDERAL RP,MARCIAL TADEO MATEO,CALVO CASTAÑON JOSE LUIS,IV,H,H
MOVIMIENTO CIUDADANO,13,DIPUTADO FEDERAL RP,CUEVAS CASTRO MARIA ALEJANDRA,CASTREJON ORTEGA CELIA,IV,M,M
MOVIMIENTO CIUDADANO,14,DIPUTADO FEDERAL RP,BAEZ LARA LORENZO MARIO,CRUZ BALTAZAR FERNANDO,IV,H,H
MOVIMIENTO CIUDADANO,15,DIPUTADO FEDERAL RP,DIAZ SANCHEZ MONICA,TOACHEE BLANCAS NAHOMI MONTSERRAT,IV,M,M
MOVIMIENTO CIUDADANO,16,DIPUTADO FEDERAL RP,ROCHA VAZQUEZ EDER FERNANDO,SANCHEZ MONTES TOMAS JOEL,IV,H,H
MOVIMIENTO CIUDADANO,17,DIPUTADO FEDERAL RP,BERNAL MONTAÑO MARIA PATRICIA,SOSA ROMERO GEORGINA VERONICA,IV,M,M
MOVIMIENTO CIUDADANO,18,DIPUTADO FEDERAL RP,GUEVARA RAMIREZ JORGE XAVIER,RODRIGUEZ RODRIGUEZ JONATAN,IV,H,H
MOVIMIENTO CIUDADANO,19,DIPUTADO FEDERAL RP,PEREZ AGUILAR ELVIA FATIMA,RAMIREZ CUADRA BRENDA KRISTAL,IV,M,M
MOVIMIENTO CIUDADANO,20,DIPUTADO FEDERAL RP,LOPEZ ARIZMENDI GEOVANY,ARROYO RAMIREZ ALFREDO,IV,H,H
MOVIMIENTO CIUDADANO,21,DIPUTADO FEDERAL RP,JIMENEZ CERVANTES MARISOL,HERNANDEZ SALINAS MARIANA,IV,M,M
MOVIMIENTO CIUDADANO,22,DIPUTADO FEDERAL RP,PEREZ MONTIEL JONHATAN,GONZALEZ ESPINOSA CHRISTIAN,IV,H,H
MOVIMIENTO CIUDADANO,23,DIPUTADO FEDERAL RP,HERNANDEZ FERNANDEZ FERNANDA,MAGALLANES FRANCO LUZ EUGENIA,IV,M,M
MOVIMIENTO CIUDADANO,24,DIPUTADO FEDERAL RP,HERNANDEZ BUSTAMANTE JULIO CESAR,RIVERA MARTINEZ LUIS OMAR,IV,H,H
MOVIMIENTO CIUDADANO,25,DIPUTADO FEDERAL RP,LOZA GONZALEZ LAURA TERESA DE JESUS,SANCHEZ CHACON ELOISA,IV,M,M
MOVIMIENTO CIUDADANO,26,DIPUTADO FEDERAL RP,BAHENA CUEVAS DAVID,DIAZ RAMOS PEDRO JAHIR,IV,H,H
MOVIMIENTO CIUDADANO,27,DIPUTADO FEDERAL RP,MAYA PACO ELIZABETH,CALIXTO JACINTO MA DE LOURDES,IV,M,M
MOVIMIENTO CIUDADANO,28,DIPUTADO FEDERAL RP,ROSALES GUTIERREZ JOSE,JIMENEZ CERVANTES MARCO ANTONIO,IV,H,H
MOVIMIENTO CIUDADANO,1,DIPUTADO FEDERAL RP,CHEJA ALFARO JACOBO DAVID,MIRANDA HERNANDEZ ERICK JAIR,V,H,H
MOVIMIENTO CIUDADANO,2,DIPUTADO FEDERAL RP,SALINAS REYES RUTH,CEDILLO CONDE MIRIAM ALEJANDRA,V,M,M
MOVIMIENTO CIUDADANO,3,DIPUTADO FEDERAL RP,ANTUNEZ ALVAREZ MANUEL,BALTAZAR REYNOSO ALEJANDRO,V,H,H
MOVIMIENTO CIUDADANO,4,DIPUTADO FEDERAL RP,RESENDIZ BECERRIL SONIA ELVIRA,RESENDIZ BECERRIL IMELDA HERMINIA,V,M,M
MOVIMIENTO CIUDADANO,5,DIPUTADO FEDERAL RP,RUIZ HERNANDEZ JUAN ARMANDO,CASTELAN RODRIGUEZ LUIS GUILLERMO,V,H,H
MOVIMIENTO CIUDADANO,6,DIPUTADO FEDERAL RP,JUAREZ TORRES GLORIA,CASTAÑEDA PEREZ ANA MARIA,V,M,M
MOVIMIENTO CIUDADANO,7,DIPUTADO FEDERAL RP,CEDILLO VALDES GONZALO,ESPINOSA ORTIZ AURELIO MARCELINO,V,H,H
MOVIMIENTO CIUDADANO,8,DIPUTADO FEDERAL RP,MARTORELL CHAVEZ ALINE,POPOCA RIVERA DANIELA,V,M,M
MOVIMIENTO CIUDADANO,9,DIPUTADO FEDERAL RP,IRIGOYEN RAMIREZ MARTIN RAUL,MARQUEZ LOPEZ OSWALDO JESUS,V,H,H
MOVIMIENTO CIUDADANO,10,DIPUTADO FEDERAL RP,IRIGOYEN TORRES DESIREE SOPHIA,TORRES RODRIGUEZ SILVIA,V,M,M
MOVIMIENTO CIUDADANO,11,DIPUTADO FEDERAL RP,GANADO SANCHEZ FERNANDO,JIMENEZ MAYEN ALFREDO,V,H,H
MOVIMIENTO CIUDADANO,12,DIPUTADO FEDERAL RP,CAMPOS HERNANDEZ GLORIA CRISTIAN,ZURITA MENDEZ NANCY NELLY,V,M,M
MOVIMIENTO CIUDADANO,13,DIPUTADO FEDERAL RP,LIMON OLVERA LUIS FERNANDO,MUÑOZ ESTRADA MARTIN,V,H,H
MOVIMIENTO CIUDADANO,14,DIPUTADO FEDERAL RP,BERTHELY DURRUTY JIMENA,PEREZ LOPEZ KARLA BERENICE,V,M,M
MOVIMIENTO CIUDADANO,15,DIPUTADO FEDERAL RP,MEDINA VEGA JOSE ANTONIO,LOPEZ SOTO ARNULFO,V,H,H
MOVIMIENTO CIUDADANO,16,DIPUTADO FEDERAL RP,ISOJO VELASQUEZ ELVIA,JUSTO GARCIA NERCY IRAIS,V,M,M
MOVIMIENTO CIUDADANO,17,DIPUTADO FEDERAL RP,CEREZO RESENDIZ VICTOR MANUEL,RAMOS HERNANDEZ FILIBERTO,V,H,H
MOVIMIENTO CIUDADANO,18,DIPUTADO FEDERAL RP,MORALES MARCELINO CELIA,CONDE MELO FLOR MARIA DEL ROCIO,V,M,M
MOVIMIENTO CIUDADANO,19,DIPUTADO FEDERAL RP,VALDES SUAREZ HECTOR,VANEGAS GARCIA LUIS ALFONSO,V,H,H
MOVIMIENTO CIUDADANO,20,DIPUTADO FEDERAL RP,MERCADO GUTIERREZ VIRIDIANA,HERNANDEZ GARCIA ELYDE KAREN,V,M,M
MOVIMIENTO CIUDADANO,21,DIPUTADO FEDERAL RP,RUIZ RUIZ JUAN PABLO,OLAVE NERY JUAN CARLOS,V,H,H
MOVIMIENTO CIUDADANO,22,DIPUTADO FEDERAL RP,FLORES ZARRAGA YASMIN,MALDONADO MENDOZA MARIA DEL REFUGIO,V,M,M
MOVIMIENTO CIUDADANO,23,DIPUTADO FEDERAL RP,CANCELADO,VIZCAINO VIDAL LUIS DANIEL,V,H,H
MOVIMIENTO CIUDADANO,24,DIPUTADO FEDERAL RP,BUTRON VENEGAS ARACELI,FRANCO GUTIERREZ MARIA MONSERRAT,V,M,M
MOVIMIENTO CIUDADANO,25,DIPUTADO FEDERAL RP,CARREÑO SOSA ANTONIO TZILACATZIN,DIEGO JUAN JIMENEZ J JESUS,V,H,H
MOVIMIENTO CIUDADANO,26,DIPUTADO FEDERAL RP,GARCIA PATIÑO XOCHITL SELENE,GARCIA RODRIGUEZ CLAUDIA IVETTE,V,M,M
MOVIMIENTO CIUDADANO,27,DIPUTADO FEDERAL RP,CHAVEZ BELLO JOSE ALEJANDRO,RUBIO IBARRA PEDRO,V,H,H
MOVIMIENTO CIUDADANO,28,DIPUTADO FEDERAL RP,ALBA DURAN JAZMIN,AGUILAR HUITRON YOLANDA,V,M,M
MOVIMIENTO CIUDADANO,29,DIPUTADO FEDERAL RP,LOPEZ VALLE MOISES,RUEDA SANTA OLALLA EDHER SALVADOR,V,H,H
MOVIMIENTO CIUDADANO,30,DIPUTADO FEDERAL RP,RODRIGUEZ RODRIGUEZ CRYSTAL VANESSA,FLORES LOPEZ BRENDA,V,M,M
MOVIMIENTO CIUDADANO,31,DIPUTADO FEDERAL RP,CANCELADO,LARA GONZALEZ JUAN RUBEN,V,H,H
MOVIMIENTO CIUDADANO,32,DIPUTADO FEDERAL RP,LOPEZ DELGADO ELBA GUADALUPE,MONDRAGON BENITEZ MONICA VERENICE,V,M,M
MOVIMIENTO CIUDADANO,33,DIPUTADO FEDERAL RP,HERNANDEZ HERNANDEZ JULIO NICANDRO,GARCIA ANGELES JOSE HAFID,V,H,H
MOVIMIENTO CIUDADANO,34,DIPUTADO FEDERAL RP,UREÑA PEREZ MAGDALENA HARAYD,GALINDO VERDUZCO MARIA DEL CONSUELO,V,M,M
MOVIMIENTO CIUDADANO,35,DIPUTADO FEDERAL RP,MENDOZA AYALA EDUARDO,HERNANDEZ BENITEZ SAUL,V,H,H
MOVIMIENTO CIUDADANO,36,DIPUTADO FEDERAL RP,OROZCO VACA ANDREA,VARGAS LOPEZ GUADALUPE,V,M,M
MOVIMIENTO CIUDADANO,37,DIPUTADO FEDERAL RP,GALEANA MORALES ELIAS,VILLA RUIZ DANIEL,V,H,H
MOVIMIENTO CIUDADANO,38,DIPUTADO FEDERAL RP,MONDRAGON JARAMILLO MA FELIX,MONDRAGON JARAMILLO MA DEL PILAR,V,M,M
NUEVA ALIANZA,1,DIPUTADO FEDERAL RP,DIAZ DE LA TORRE JUAN,COVARRUBIAS MARTINEZ KETZALLI RENE,I,H,H
NUEVA ALIANZA,2,DIPUTADO FEDERAL RP,GALARZA VILLARINO ARCELIA,CAMPOS HERNANDEZ MARTHA ELENA,I,M,M
NUEVA ALIANZA,3,DIPUTADO FEDERAL RP,INZUNZA BERNAL EDEN,VALDEZ JUAREZ JAIME,I,H,H
NUEVA ALIANZA,4,DIPUTADO FEDERAL RP,GAMEZ FERRERO LIZET,MUÑOZ GARCIA CRISANTA,I,M,M
NUEVA ALIANZA,5,DIPUTADO FEDERAL RP,GALLARDO REYES RAMON ALEJANDRO,CELIS TREJO ERIK,I,H,H
NUEVA ALIANZA,6,DIPUTADO FEDERAL RP,RAMIREZ MOLINA MARTHA,REYES ADAME RUBI MARIA,I,M,M
NUEVA ALIANZA,7,DIPUTADO FEDERAL RP,MORALES GARCIA LUIS SALVADOR,RODRIGUEZ GARCIA MANUEL,I,H,H
NUEVA ALIANZA,8,DIPUTADO FEDERAL RP,VARGAS CARRASCO NOHELIA,OLIVAS CASTILLO DAEN ADILENE,I,M,M
NUEVA ALIANZA,9,DIPUTADO FEDERAL RP,DELGADILLO MENDOZA JESUS,FRIAS ARAGON JULIO CESAR,I,H,H
NUEVA ALIANZA,10,DIPUTADO FEDERAL RP,JURADO GAYTAN YOANNA,ORTÍZ ARRIETA SAIRA NACHIELLI,I,M,M
NUEVA ALIANZA,11,DIPUTADO FEDERAL RP,CHAVEZ OCHOA ZEUS JAVIER,DÍAZ LARA DAVID FERNANDO,I,H,H
NUEVA ALIANZA,12,DIPUTADO FEDERAL RP,MURILLO VEGA SOCORRO IDALIA,LOPEZ VALDEZ CLAUDIA MASSIEL,I,M,M
NUEVA ALIANZA,13,DIPUTADO FEDERAL RP,CARMELO  HECTOR RAMON,ESTRELLA  MANUEL GUILLERMO,I,H,H
NUEVA ALIANZA,14,DIPUTADO FEDERAL RP,FIGUEROA GARCIA MARIA LOURDES,GRACIA PUEBLA INGRID ESTEFANIA,I,M,M
NUEVA ALIANZA,15,DIPUTADO FEDERAL RP,HERMOSILLO VALENZUELA AURELIO,FLORES ZAZUETA JUAN LUIS,I,H,H
NUEVA ALIANZA,16,DIPUTADO FEDERAL RP,CERON CAMACHO MARIA LETICIA,OROZCO ACEVEDO RINNA XOCHITL,I,M,M
NUEVA ALIANZA,17,DIPUTADO FEDERAL RP,ENCINAS MEDINA DAVID,GARCIA MALDONADO MIGUEL FRANCISCO,I,H,H
NUEVA ALIANZA,18,DIPUTADO FEDERAL RP,MARTINEZ GARCIA DELIA,MEDINA CANO MARIA DEL REFUGIO,I,M,M
NUEVA ALIANZA,19,DIPUTADO FEDERAL RP,RAMIREZ ESTRADA JOSE DE JESUS,GARCIA FLORES ENRIQUE,I,H,H
NUEVA ALIANZA,20,DIPUTADO FEDERAL RP,LUGO SLIM LILIANA CECILIA,ARJONA RICO CINTIA ESTHER GUADALUPE,I,M,M
NUEVA ALIANZA,21,DIPUTADO FEDERAL RP,CINTORA CASTAÑEDA LEONARDO ABDUL,CINTORA CASTAÑEDA SERGIO ESAU,I,H,H
NUEVA ALIANZA,22,DIPUTADO FEDERAL RP,TIZNADO MADRID NORA FERNANDA,PADILLA DE LA VEGA JAQUELINE,I,M,M
NUEVA ALIANZA,23,DIPUTADO FEDERAL RP,RIVERA QUIRARTE PEDRO,MENDOZA RODRIGUEZ MISAEL,I,H,H
NUEVA ALIANZA,24,DIPUTADO FEDERAL RP,GONZALEZ CERVANTES CLARA LETICIA,FREGOSO RUIZ LAURA ALICIA,I,M,M
NUEVA ALIANZA,25,DIPUTADO FEDERAL RP,RAMIREZ HERRERA EDGARDO,MARQUEZ ALVAREZ CARLOS ALBERTO,I,H,H
NUEVA ALIANZA,26,DIPUTADO FEDERAL RP,HAJE CONTRERAS IRIS JANETTE,VACA FERRERO GRECIA,I,M,M
NUEVA ALIANZA,27,DIPUTADO FEDERAL RP,ROLON LACARRIERE JUAN CARLOS,SOTO MEJIA JOSE CLEMENTE,I,H,H
NUEVA ALIANZA,28,DIPUTADO FEDERAL RP,GUTIERREZ BAÑUELOS SILVIA VERONICA,AYALA AVALOS CLAUDIA ELIZABETH,I,M,M
NUEVA ALIANZA,29,DIPUTADO FEDERAL RP,GARCIA DUEÑAS GERARDO JAVIER,GARCIA VILLALOBOS LUIS CARLOS,I,H,H
NUEVA ALIANZA,30,DIPUTADO FEDERAL RP,MORENO GARCIA CLAUDIA ELIA,RUIZ ESTRADA BRIANDA GUADALUPE,I,M,M
NUEVA ALIANZA,31,DIPUTADO FEDERAL RP,SANCHEZ RUIZ MARIO ALONSO,CASILLAS HERNANDEZ JOSE,I,H,H
NUEVA ALIANZA,32,DIPUTADO FEDERAL RP,CRESPO PRADO LILIANA,SOLIS MARTINEZ MARINA,I,M,M
NUEVA ALIANZA,33,DIPUTADO FEDERAL RP,SOLIS GARCIA MANUEL DE JESUS,TREVIÑO PEREZ GERARDO,I,H,H
NUEVA ALIANZA,34,DIPUTADO FEDERAL RP,DIAZ AGUILAR ANABEL SELENE,AGUILAR MORALES ELOISA DEL SAGRADO CORAZON,I,M,M
NUEVA ALIANZA,35,DIPUTADO FEDERAL RP,MORALES MORENO CHRISTIAN ALEJANDRO,NUÑEZ TOVAR JESUS EMMANUEL,I,H,H
NUEVA ALIANZA,36,DIPUTADO FEDERAL RP,MORENO VILLARREAL EMMA,TORRES IBARRA NINFA,I,M,M
NUEVA ALIANZA,37,DIPUTADO FEDERAL RP,FELIPE LOPEZ JOSE ALFREDO,MENDOZA BECERRA MARCO ANTONIO,I,H,H
NUEVA ALIANZA,38,DIPUTADO FEDERAL RP,RAMIREZ CAMACHO PERVIS,AMARAL IBARRA ROSA MARIA,I,M,M
NUEVA ALIANZA,39,DIPUTADO FEDERAL RP,VARGAS OROZCO CESAR MARTIN,SIMENTAL LLANOS ARIEL RAMIRO,I,H,H
NUEVA ALIANZA,40,DIPUTADO FEDERAL RP,FAJARDO VALDEZ MÓNICA,GUTIERREZ GOVEA ALEJANDRA SARAHI,I,M,M
NUEVA ALIANZA,1,DIPUTADO FEDERAL RP,MARTINEZ MENDOZA YOLANDA,SANCHEZ LIRA FLORES ADRIANA,II,M,M
NUEVA ALIANZA,2,DIPUTADO FEDERAL RP,ARMENDARIZ RANGEL JUAN MANUEL,RIVERA AVILA ALEJO,II,H,H
NUEVA ALIANZA,3,DIPUTADO FEDERAL RP,MARTINEZ  MARIA ESMERALDA,HERNANDEZ PADILLA MA CONSUELO,II,M,M
NUEVA ALIANZA,4,DIPUTADO FEDERAL RP,REYES PATIÑO JUAN CARLOS,ALEMAN DE LA PEÑA MARTIN,II,H,H
NUEVA ALIANZA,5,DIPUTADO FEDERAL RP,RAMIREZ CASTAÑEDA PATRICIA,MARTINEZ PAREDES KARINA,II,M,M
NUEVA ALIANZA,6,DIPUTADO FEDERAL RP,RUBALCAVA DE LA ROSA ELÍAS,VALDIVIA CASTAÑEDA LUIS CARLOS,II,H,H
NUEVA ALIANZA,7,DIPUTADO FEDERAL RP,SARIÑANA HERNANDEZ ROCIO,HERNANDEZ HERNANDEZ JULIA,II,M,M
NUEVA ALIANZA,8,DIPUTADO FEDERAL RP,ARREDONDO ESQUIVEL MARIO ALEJANDRO,FLORES CAMACHO ALBERTO,II,H,H
NUEVA ALIANZA,9,DIPUTADO FEDERAL RP,MIRELES NIÑO SANJUANITA ARACELI,CAMACHO AGUILAR MARIA ESMERALDA,II,M,M
NUEVA ALIANZA,10,DIPUTADO FEDERAL RP,NAVEJAS MARTÍNEZ MIGUEL AUGUSTO,RODRÍGUEZ CONTRERAS JUAN CARLOS,II,H,H
NUEVA ALIANZA,11,DIPUTADO FEDERAL RP,ZAPATA DAVALOS IDALIA CAROLINA,BARRAGAN ORONA FRIDA ALEJANDRA,II,M,M
NUEVA ALIANZA,12,DIPUTADO FEDERAL RP,GARAY GARCÍA RICARDO,HERNANDEZ MARTINEZ DAVID ALBERTO,II,H,H
NUEVA ALIANZA,13,DIPUTADO FEDERAL RP,ALMANZA OVIEDO OLGA MARIA,DE LA GARZA QUIROGA SANDRA FELICITAS,II,M,M
NUEVA ALIANZA,14,DIPUTADO FEDERAL RP,GONZALEZ MACIEL ROBERTO,MARROQUIN SAUCEDA RODRIGO,II,H,H
NUEVA ALIANZA,15,DIPUTADO FEDERAL RP,GASCA GONZALEZ ALEJANDRA MARIA,RODRIGUEZ PINEDA CLARA ESTHELA,II,M,M
NUEVA ALIANZA,16,DIPUTADO FEDERAL RP,FLORES ALEJANDRO JOSE CRISTOBAL,SILVA GUTIERREZ REYNALDO,II,H,H
NUEVA ALIANZA,17,DIPUTADO FEDERAL RP,CAPETILLO GARZA MIREYA,DE LOS REYES ANDRADE ANA ROSA,II,M,M
NUEVA ALIANZA,18,DIPUTADO FEDERAL RP,GUTIERREZ GARZA JUAN ANTONIO,GUTIERREZ REYNOSA JUAN JOSE,II,H,H
NUEVA ALIANZA,19,DIPUTADO FEDERAL RP,RODRIGUEZ RAMIREZ YESICA JUDITH,RODRIGUEZ RIVERA STEPHANE ALEJANDRA,II,M,M
NUEVA ALIANZA,20,DIPUTADO FEDERAL RP,SANCHEZ BARRON EVER AZAEL,TORRES CISNEROS CARLOS ENRIQUE,II,H,H
NUEVA ALIANZA,21,DIPUTADO FEDERAL RP,CARRIZALES GALLEGOS LILIA,ARAUJO VILLASEÑOR ROSALVA,II,M,M
NUEVA ALIANZA,22,DIPUTADO FEDERAL RP,SAGAHON HERNANDEZ J. DIMAS,GUEVARA GASCA VICTOR AMADOR,II,H,H
NUEVA ALIANZA,23,DIPUTADO FEDERAL RP,VAZQUEZ SIFUENTES ALMA LORENA,FACUNDO LEDEZMA DIANA OSIRIS,II,M,M
NUEVA ALIANZA,24,DIPUTADO FEDERAL RP,BRIONES BRISEÑO JOSE LUIS,CONTRERAS ALCANTARA RUPERTO,II,H,H
NUEVA ALIANZA,25,DIPUTADO FEDERAL RP,VELAZQUEZ NERI CINTHIA NEREIDA,HERNANDEZ GARCIA BEATRIZ,II,M,M
NUEVA ALIANZA,26,DIPUTADO FEDERAL RP,ESPIRICUETA CASTILLO JUAN EMMANUEL,LUCAS SANTIAGO MISAEL,II,H,H
NUEVA ALIANZA,27,DIPUTADO FEDERAL RP,MARTINEZ ALMAZAN FELICITAS,CASTILLO REYES ALBERTINA LILIANA,II,M,M
