NOMBRE_ASOCIACION,NUMERO_LISTA,TIPO_CANDIDATURA_PROP,NOMBRE_PROPIETARIO,NOMBRE_SUPLENTE,CIRCUNSCRIPCION_ELECCION,SEXO_PROP,SEXO_SUP
PARTIDO REVOLUCIONARIO INSTITUCIONAL,30,DIPUTADO FEDERAL RP,LARA LOPEZ MARIA DE LOURDES,TOLEDO ALCANTARA LAURA MARIA,III,M,M
PARTIDO REVOLUCIONARIO INSTITUCIONAL,31,DIPUTADO FEDERAL RP,MENDOZA ESTRADA HUGO JESUS,RAMIREZ DURAN ALFREDO,III,H,H
PARTIDO REVOLUCIONARIO INSTITUCIONAL,32,DIPUTADO FEDERAL RP,ZAPATA DITTRICH EVANGELINA DEL CARMEN,VASQUEZ SANCHEZ MARA LIZBETH,III,M,M
PARTIDO REVOLUCIONARIO INSTITUCIONAL,33,DIPUTADO FEDERAL RP,ANTONIO FERRER CANDIDO,CHABLE OLAN JESUS PATRIC,III,H,H
PARTIDO REVOLUCIONARIO INSTITUCIONAL,34,DIPUTADO FEDERAL RP,DZIB MEDINA RITA JANNELY,CADENA GONZALEZ MARIA GUADALUPE,III,M,M
PARTIDO REVOLUCIONARIO INSTITUCIONAL,35,DIPUTADO FEDERAL RP,MUÑOZ HERNANDEZ IGNACIO JOSE,JIMENEZ JUAREZ JOSE MIGUEL,III,H,H
PARTIDO REVOLUCIONARIO INSTITUCIONAL,36,DIPUTADO FEDERAL RP,GARCIA LOPEZ HIPTZANA,AGUIAR CORONADO LAURA PATRICIA,III,M,M
PARTIDO REVOLUCIONARIO INSTITUCIONAL,37,DIPUTADO FEDERAL RP,VAZQUEZ PUGA COLMENARES LUIS MANUEL,LUQUE ANDRADE ROBERTO,III,H,H
PARTIDO REVOLUCIONARIO INSTITUCIONAL,38,DIPUTADO FEDERAL RP,PEÑA CHARGOY ALICIA,RIAÑO VALDEZ ALEXANDRA,III,M,M
PARTIDO REVOLUCIONARIO INSTITUCIONAL,39,DIPUTADO FEDERAL RP,ROVIROSA GOMEZ JESUS AGUSTIN,VIDAL CASTAÑEDA HECTOR DAVID,III,H,H
PARTIDO REVOLUCIONARIO INSTITUCIONAL,40,DIPUTADO FEDERAL RP,MORTERA CAMBRANIS GLADYS MARIA,CULEBRO MANDUJANO KARINA,III,M,M
PARTIDO REVOLUCIONARIO INSTITUCIONAL,1,DIPUTADO FEDERAL RP,SALDAÑA PEREZ MARIA LUCERO,ORIHUELA PEREZ IRIS,IV,M,M
PARTIDO REVOLUCIONARIO INSTITUCIONAL,2,DIPUTADO FEDERAL RP,GALINDO FAVELA FERNANDO,MADRAZO LAJOUS LUIS,IV,H,H
PARTIDO REVOLUCIONARIO INSTITUCIONAL,3,DIPUTADO FEDERAL RP,LOPEZ CASTRO CYNTHIA ILIANA,CAMARERO MORALES JESSICA,IV,M,M
PARTIDO REVOLUCIONARIO INSTITUCIONAL,4,DIPUTADO FEDERAL RP,JUAREZ CISNEROS RENE,OSPITAL CARRERA PAUL,IV,H,H
PARTIDO REVOLUCIONARIO INSTITUCIONAL,5,DIPUTADO FEDERAL RP,PASTOR BADILLA CLAUDIA,TORRES CAMACHO MYRNA YVET,IV,M,M
PARTIDO REVOLUCIONARIO INSTITUCIONAL,6,DIPUTADO FEDERAL RP,CORDOVA MORAN LUIS ELEUSIS LEONIDAS,ZARATE SALGADO EDUARDO,IV,H,H
PARTIDO REVOLUCIONARIO INSTITUCIONAL,7,DIPUTADO FEDERAL RP,HERNANDEZ LECONA LISBETH,CALLES CONTRERAS ROSA SHERIZA,IV,M,M
PARTIDO REVOLUCIONARIO INSTITUCIONAL,8,DIPUTADO FEDERAL RP,CANCELADO,SALGADO SANDOVAL RAFAEL ORIOL,IV,H,H
PARTIDO REVOLUCIONARIO INSTITUCIONAL,9,DIPUTADO FEDERAL RP,MIRELES BELMONTE ANGELICA CLEMENTINA,NAJERA ANDRADE EDITH,IV,M,M
PARTIDO REVOLUCIONARIO INSTITUCIONAL,10,DIPUTADO FEDERAL RP,GODINEZ PICHARDO ALFONSO,GAYOSSO NAVA ERNESTO,IV,H,H
PARTIDO REVOLUCIONARIO INSTITUCIONAL,11,DIPUTADO FEDERAL RP,ACEVES GARCIA NORMA ANGELICA,PEREZ BOLAÑOS AMANDA,IV,M,M
PARTIDO REVOLUCIONARIO INSTITUCIONAL,12,DIPUTADO FEDERAL RP,ESPINOZA CHAVERO RICARDO,ZAPATA BARAJAS MARIO ALBERTO,IV,H,H
PARTIDO REVOLUCIONARIO INSTITUCIONAL,13,DIPUTADO FEDERAL RP,GARCIA GARCIA MARTHA PATRICIA,PATLAN FLORES JANIS JANNETTE ANDREA,IV,M,M
PARTIDO REVOLUCIONARIO INSTITUCIONAL,14,DIPUTADO FEDERAL RP,FRANCO FLORES CARLOS ANTONIO,PABLO TRUJILLO ELIEL,IV,H,H
PARTIDO REVOLUCIONARIO INSTITUCIONAL,15,DIPUTADO FEDERAL RP,DEL VALLE Y BALBUENA SILVIA ELENA,CASTRO GONZALEZ EDNA EDITH,IV,M,M
PARTIDO REVOLUCIONARIO INSTITUCIONAL,16,DIPUTADO FEDERAL RP,RODRIGUEZ HERRERA HUMBERTO ISAAC,NUÑEZ MENDOZA FRANCISCO ALBERTO,IV,H,H
PARTIDO REVOLUCIONARIO INSTITUCIONAL,17,DIPUTADO FEDERAL RP,ANDRADE BECERRIL ALEJANDRA,GARCIA LUNA MA EUGENIA,IV,M,M
PARTIDO REVOLUCIONARIO INSTITUCIONAL,18,DIPUTADO FEDERAL RP,HERNANDEZ OROZCO DANIEL,PEREZ LOPEZ CHRISTIAN ANTONIO DE JESUS,IV,H,H
PARTIDO REVOLUCIONARIO INSTITUCIONAL,19,DIPUTADO FEDERAL RP,BAUTISTA CALATAYUD GUADALUPE MARIA,PALMA MENESES ANDREA,IV,M,M
PARTIDO REVOLUCIONARIO INSTITUCIONAL,20,DIPUTADO FEDERAL RP,VILLAR HERNANDEZ JOSE,LOZANO MONTES DE OCA CESAR AUGUSTO,IV,H,H
PARTIDO REVOLUCIONARIO INSTITUCIONAL,21,DIPUTADO FEDERAL RP,PEREZ ESQUIVEL IRMA VIOLETA,BARRON NAVARRO JOANA,IV,M,M
PARTIDO REVOLUCIONARIO INSTITUCIONAL,22,DIPUTADO FEDERAL RP,BALBOA CASTRO SERGIO ANTONIO,ALMEIDA PEÑA LUIS ENRIQUE,IV,H,H
PARTIDO REVOLUCIONARIO INSTITUCIONAL,23,DIPUTADO FEDERAL RP,ARMENGOL JACINTO LUZ SANDRA,MARQUEZ AHUMADA IRELDA,IV,M,M
PARTIDO REVOLUCIONARIO INSTITUCIONAL,24,DIPUTADO FEDERAL RP,MUÑOZ HERNANDEZ MIGUEL ANGEL,CAMPOS ARREOLA ROBERTO TORIBIO,IV,H,H
PARTIDO REVOLUCIONARIO INSTITUCIONAL,25,DIPUTADO FEDERAL RP,TREJO MUÑOZ GUADALUPE,MALDONADO TAPIA ELIZABETH,IV,M,M
PARTIDO REVOLUCIONARIO INSTITUCIONAL,26,DIPUTADO FEDERAL RP,HERNANDEZ MENDOZA FIDEL ALEJANDRO,RODRIGUEZ SANCHEZ JUAN FELIPE,IV,H,H
PARTIDO REVOLUCIONARIO INSTITUCIONAL,27,DIPUTADO FEDERAL RP,PARES SIBAJA SARAI,CORTES CASTILLO GAMALY,IV,M,M
PARTIDO REVOLUCIONARIO INSTITUCIONAL,28,DIPUTADO FEDERAL RP,JUAREZ ROMAN JAVIER DESSAIX,MONDRAGON PAZ JOSE LUIS PEDRO,IV,H,H
PARTIDO REVOLUCIONARIO INSTITUCIONAL,29,DIPUTADO FEDERAL RP,RUIZ MIRAMONTES NADIA MARISA,ROMERO DIAZ TANIA BERENICE,IV,M,M
PARTIDO REVOLUCIONARIO INSTITUCIONAL,30,DIPUTADO FEDERAL RP,VELAZQUEZ GARCIA CARLOS,GOMEZ ELIZONDO JHONATAN IVAN,IV,H,H
PARTIDO REVOLUCIONARIO INSTITUCIONAL,31,DIPUTADO FEDERAL RP,ARELLANO AGUIRRE BERENICE,BACA CUEVAS SANDRA GUADALUPE,IV,M,M
PARTIDO REVOLUCIONARIO INSTITUCIONAL,32,DIPUTADO FEDERAL RP,HERNANDEZ Y CASTRO ANTONIO,VASQUEZ CASTELLANOS JOSUE DAVID,IV,H,H
PARTIDO REVOLUCIONARIO INSTITUCIONAL,33,DIPUTADO FEDERAL RP,COCOLETZI LOPEZ RUFINA,ROSARIO ALTAMIRANO REBECA ILCE,IV,M,M
PARTIDO REVOLUCIONARIO INSTITUCIONAL,34,DIPUTADO FEDERAL RP,MORALES HENESTROSA Y TORRES MARTIN,ELIZONDO MOLINA RUBEN,IV,H,H
PARTIDO REVOLUCIONARIO INSTITUCIONAL,35,DIPUTADO FEDERAL RP,MORALES MAYORAL ANA MARIA,FRANCO REYES ALEJANDRA,IV,M,M
PARTIDO REVOLUCIONARIO INSTITUCIONAL,36,DIPUTADO FEDERAL RP,HARFUCH PRIETO CESAR EMANUEL,JIMENEZ ESCORCIA IVAN,IV,H,H
PARTIDO REVOLUCIONARIO INSTITUCIONAL,37,DIPUTADO FEDERAL RP,PEZA CASTELLANOS ANA LAURA,MORENO SALAS MARIA FERNANDA,IV,M,M
PARTIDO REVOLUCIONARIO INSTITUCIONAL,38,DIPUTADO FEDERAL RP,MOHAR SALAS ANGEL ALEJANDRO,DIAZ MORALES JESUS ALEJANDRO,IV,H,H
PARTIDO REVOLUCIONARIO INSTITUCIONAL,39,DIPUTADO FEDERAL RP,SOLIS HERNANDEZ ZOILA ELENA,SOTO HUITRON CECILIA MONTSERRAT,IV,M,M
PARTIDO REVOLUCIONARIO INSTITUCIONAL,40,DIPUTADO FEDERAL RP,CASILLAS DE LA LLERA HUGO ALEJANDRO,BELTRAN RAIGOSA CARLOS,IV,H,H
PARTIDO REVOLUCIONARIO INSTITUCIONAL,1,DIPUTADO FEDERAL RP,OCHOA REZA ENRIQUE,ELIAS CALLES ALVAREZ FERNANDO,V,H,H
PARTIDO REVOLUCIONARIO INSTITUCIONAL,2,DIPUTADO FEDERAL RP,HERRERA ANZALDO ANA LILIA,HERNANDEZ PICHARDO LAURA ISABEL,V,M,M
PARTIDO REVOLUCIONARIO INSTITUCIONAL,3,DIPUTADO FEDERAL RP,MIRANDA NAVA LUIS ENRIQUE,JUAREZ SEGURA PAULO CESAR,V,H,H
PARTIDO REVOLUCIONARIO INSTITUCIONAL,4,DIPUTADO FEDERAL RP,VELASCO GONZALEZ MARCELA GUILLERMINA,HERRERA SOTO MA DINA,V,M,M
PARTIDO REVOLUCIONARIO INSTITUCIONAL,5,DIPUTADO FEDERAL RP,ACOSTA PEÑA BRASIL ALBERTO,RUIZ FRANCISCO SANTIAGO ALBERTO,V,H,H
PARTIDO REVOLUCIONARIO INSTITUCIONAL,6,DIPUTADO FEDERAL RP,PUENTE DE LA MORA XIMENA,MONDRAGON LAZO VIVIANA CRISTAL,V,M,M
PARTIDO REVOLUCIONARIO INSTITUCIONAL,7,DIPUTADO FEDERAL RP,NEMER ALVAREZ ERNESTO JAVIER,JIMENEZ RAYON OSCAR,V,H,H
PARTIDO REVOLUCIONARIO INSTITUCIONAL,8,DIPUTADO FEDERAL RP,BARRERA FORTOUL LAURA,PALOMARES MENDEZ BRENDA LIZ,V,M,M
PARTIDO REVOLUCIONARIO INSTITUCIONAL,9,DIPUTADO FEDERAL RP,ZAMORANO ESPARZA FAUSTO MANUEL,ROSAS ALVARADO SAUL ALAN,V,H,H
PARTIDO REVOLUCIONARIO INSTITUCIONAL,10,DIPUTADO FEDERAL RP,HERNANDEZ OLMOS PAULA ANGELICA,PEREZ MARTINEZ ALMA DANIELA,V,M,M
PARTIDO REVOLUCIONARIO INSTITUCIONAL,11,DIPUTADO FEDERAL RP,GIL ELORDUY JOSE ERNESTO,LEON LOPEZ FRANCISCO ALAN,V,H,H
PARTIDO REVOLUCIONARIO INSTITUCIONAL,12,DIPUTADO FEDERAL RP,RIOS DE LA MORA ITZEL SARAHI,MELO RODRIGUEZ YARELY,V,M,M
PARTIDO REVOLUCIONARIO INSTITUCIONAL,13,DIPUTADO FEDERAL RP,ROJO GARCIA DE ALBA JOSE ANTONIO,GARCIA MORALES MARVIN RODOLFO,V,H,H
PARTIDO REVOLUCIONARIO INSTITUCIONAL,14,DIPUTADO FEDERAL RP,ACHAR SAMRA ELENA,BERNAL DIAZ MARTHA PATRICIA,V,M,M
PARTIDO REVOLUCIONARIO INSTITUCIONAL,15,DIPUTADO FEDERAL RP,TERAN REZA EDGAR,AGUILAR LOPEZ LUIS EDUARDO,V,H,H
PARTIDO REVOLUCIONARIO INSTITUCIONAL,16,DIPUTADO FEDERAL RP,GONZALEZ GOMEZ LILIANA,ESCALANTE MARQUEZ LUISA FERNANDA,V,M,M
PARTIDO REVOLUCIONARIO INSTITUCIONAL,17,DIPUTADO FEDERAL RP,MENDOZA BUSTAMANTE MARCO ANTONIO,ORTIZ HILL LUIS FERNANDO,V,H,H
PARTIDO REVOLUCIONARIO INSTITUCIONAL,18,DIPUTADO FEDERAL RP,GUADARRAMA SANTAMARIA ANA KAREN,NEYRA ORTIZ ALICIA,V,M,M
PARTIDO REVOLUCIONARIO INSTITUCIONAL,19,DIPUTADO FEDERAL RP,ROBLES FLORES JAN CARLO,VARGAS MACEDO PEDRO,V,H,H
PARTIDO REVOLUCIONARIO INSTITUCIONAL,20,DIPUTADO FEDERAL RP,IRINEO LEON ALEJANDRA ROSARIO,ESTRADA GARCIA JESSICA GABRIELA,V,M,M
PARTIDO REVOLUCIONARIO INSTITUCIONAL,21,DIPUTADO FEDERAL RP,ALDAMA MASCAREÑAS ARTURO,GONZALEZ MORENO MIYAGY,V,H,H
PARTIDO REVOLUCIONARIO INSTITUCIONAL,22,DIPUTADO FEDERAL RP,VALDES GUERRA LAURA,VEGA RUIZ LORENA,V,M,M
PARTIDO REVOLUCIONARIO INSTITUCIONAL,23,DIPUTADO FEDERAL RP,KARAM ENRIQUEZ MIGUEL ANGEL,ALVAREZ SOTO JULIO CESAR,V,H,H
PARTIDO REVOLUCIONARIO INSTITUCIONAL,24,DIPUTADO FEDERAL RP,MUCIÑO BRITO LAURA,GONZALEZ MONDRAGON CITLALLI,V,M,M
PARTIDO REVOLUCIONARIO INSTITUCIONAL,25,DIPUTADO FEDERAL RP,PEREZ GALLARDO CUEVAS OSCAR,CHAVEZ VELASCO JORGE JAVET,V,H,H
PARTIDO REVOLUCIONARIO INSTITUCIONAL,26,DIPUTADO FEDERAL RP,MOSQUEDA SANCHEZ MARIA ELENA,DURAN DELGADILLO JESSICA ESTRELLA,V,M,M
PARTIDO REVOLUCIONARIO INSTITUCIONAL,27,DIPUTADO FEDERAL RP,GARDUÑO VELAZQUEZ CARLOS ALBERTO,ANGEL SAHAGUN ANDRES,V,H,H
PARTIDO REVOLUCIONARIO INSTITUCIONAL,28,DIPUTADO FEDERAL RP,MORALES ZUÑIGA MONICA,CORREA MUGICA DARINKA JIMENA,V,M,M
PARTIDO REVOLUCIONARIO INSTITUCIONAL,29,DIPUTADO FEDERAL RP,PINTO RODRIGUEZ JUAN CARLOS,HERNANDEZ MORALES PEDRO,V,H,H
PARTIDO REVOLUCIONARIO INSTITUCIONAL,30,DIPUTADO FEDERAL RP,LUNA PEÑAFLORES GUADALUPE KARINA,REYES URBANO MARIELA AUXILIADORA,V,M,M
PARTIDO REVOLUCIONARIO INSTITUCIONAL,31,DIPUTADO FEDERAL RP,GARCIA AGUILERA CESAR FERNANDO,ANDRADE SEGURA DAVID,V,H,H
PARTIDO REVOLUCIONARIO INSTITUCIONAL,32,DIPUTADO FEDERAL RP,OCHOA QUIJADA GRACIELA,MORALES BERNAL ESMERALDA MARIA FERNANDA,V,M,M
PARTIDO REVOLUCIONARIO INSTITUCIONAL,33,DIPUTADO FEDERAL RP,KURI BADILLO ALFREDO,ESQUIVEL LOPEZ BRAULIO,V,H,H
PARTIDO REVOLUCIONARIO INSTITUCIONAL,34,DIPUTADO FEDERAL RP,DIAZ BETANCOURT LILIANA,FRAGOSO GUTIERREZ MARTHA ITXEL,V,M,M
PARTIDO REVOLUCIONARIO INSTITUCIONAL,35,DIPUTADO FEDERAL RP,GRANADOS FILORIO ARTURO SALVADOR,TELLEZ CRUZ ABRAHAM JACOB,V,H,H
PARTIDO REVOLUCIONARIO INSTITUCIONAL,36,DIPUTADO FEDERAL RP,BRISEÑO MENDOZA GEORGINA ISABEL,GARCIA ESQUIVEL SANDRA,V,M,M
PARTIDO REVOLUCIONARIO INSTITUCIONAL,37,DIPUTADO FEDERAL RP,TORRES HERNANDEZ JOSE,SANCHEZ HERNANDEZ JORGE,V,H,H
PARTIDO REVOLUCIONARIO INSTITUCIONAL,38,DIPUTADO FEDERAL RP,VALDEZ HERNANDEZ LUCIA YESENIA,BARRERA MALDONADO LETICIA,V,M,M
PARTIDO REVOLUCIONARIO INSTITUCIONAL,39,DIPUTADO FEDERAL RP,FLORES TORRES RAFAEL,ESCOBAR GONZALEZ ALDO,V,H,H
PARTIDO REVOLUCIONARIO INSTITUCIONAL,40,DIPUTADO FEDERAL RP,RODRIGUEZ MAYER JULIETA,GONZALEZ HERNANDEZ LILIAN SALOME,V,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,1,DIPUTADO FEDERAL RP,JUAREZ PIÑA VERONICA BEATRIZ,ZAMORA ROMERO BEATRIZ SELENE,I,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,2,DIPUTADO FEDERAL RP,LEYVA RAMIREZ SERGIO,SANCHEZ ZARATE JESUS OCTAVIO,I,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,3,DIPUTADO FEDERAL RP,CHANG VALENZUELA HILDA ALCIRA,GAXIOLA HURTADO EVANGELINA,I,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,4,DIPUTADO FEDERAL RP,LAM CHANG JORGE SALVADOR,NIEBLAS CELAYA JOSE RICARDO,I,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,5,DIPUTADO FEDERAL RP,LOPEZ SANZ CLAUDIA ELSA,AGUIRRE BRITO IRIS ANTONIA,I,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,6,DIPUTADO FEDERAL RP,AVILES QUINTANAR DIEGO ALBERTO,BAÑAGA CASTRO ALAN,I,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,7,DIPUTADO FEDERAL RP,MORALES IBARRA ADRIANA,GARCIA  MAYLIEN YESSENIA,I,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,8,DIPUTADO FEDERAL RP,LOPEZ GONZALEZ JOSE GUZMAN,SOBERANES CASTRO JOSE GUADALUPE,I,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,9,DIPUTADO FEDERAL RP,JACOBO LOPEZ KARLA LIZETH,CASILLAS LOPEZ MARIANA,I,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,10,DIPUTADO FEDERAL RP,VALDIVIA VITAL J. GUADALUPE,GARCIA RAMOS RUBEN DARIO,I,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,11,DIPUTADO FEDERAL RP,HERRERA GONZALEZ ESTHER,CARMONA VARGAS MARIA MARTINA SILVIA,I,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,12,DIPUTADO FEDERAL RP,OREA SANTIAGO MIGUEL,RUVALCABA GARCIA FRANCISCO,I,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,13,DIPUTADO FEDERAL RP,RUEDA MUÑOZ SOLEDAD,ZAMORA LIMON EDNA EDITH,I,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,14,DIPUTADO FEDERAL RP,CANCELADO,MOROYOQUI ROMERO ERNESTO,I,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,15,DIPUTADO FEDERAL RP,CAVAGNA CORDERO PRISCILLA FABIOLA,GARCIA DE LA TORRE SOL MARIA,I,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,16,DIPUTADO FEDERAL RP,DEL MORAL SILVA DAVID ALFREDO,SERRATOS TEJEDA ARTURO,I,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,17,DIPUTADO FEDERAL RP,VAZQUEZ DAVALOS BELEN FLORENTINA,PIÑA  GUADALUPE SUSANA,I,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,18,DIPUTADO FEDERAL RP,ALCAZAR LOPEZ DAVID RICARDO,ARNOLD ROBLES LEONEL OMAR,I,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,19,DIPUTADO FEDERAL RP,SOTO ALMODOVAR ANA MA DE LOS ANGELES,GALINDO REYES VERONICA,I,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,20,DIPUTADO FEDERAL RP,PASTOR GUZMAN AGUSTIN,DIAZ SANCHEZ FRANCISCO JAVIER,I,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,21,DIPUTADO FEDERAL RP,ZUMAYA YEPIZ YESICA BIBIANA,ESCALANTE AYALA CAMERINA,I,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,22,DIPUTADO FEDERAL RP,OROZCO MAGALLANES RUBEN ULISES,GRANADOS FAUSTO BERNARDO,I,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,23,DIPUTADO FEDERAL RP,JUAREZ PIÑA HILDA,VARGAS PAREDES XOCHITL ISAMAR,I,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,24,DIPUTADO FEDERAL RP,ROSAS ROJAS JUAN CARLOS,ALVA HERRERA DAMASIO IVAN,I,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,25,DIPUTADO FEDERAL RP,ARREVILLAGA MEKLER ERIKA NAYELI,CORONA RENDON KAREN LIZBETH YENZENLAT,I,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,26,DIPUTADO FEDERAL RP,CORTEZ ACOSTA JESUS DAVID,MARQUEZ VAZQUEZ CARLOS EDUARDO,I,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,27,DIPUTADO FEDERAL RP,MARTINEZ GONZALEZ REBECA MARISOL,PAREDES MAYORAL MIRELLA,I,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,28,DIPUTADO FEDERAL RP,OLVERA ESPINOSA ADRIAN,SAHAGUN DELGADILLO FRANCISCO ISAI,I,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,29,DIPUTADO FEDERAL RP,GONZALEZ BRAVO BRENDA YAZMIN,SERAFIN NUÑEZ AMALIA PAULINA,I,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,30,DIPUTADO FEDERAL RP,SAENZ PANIAGUA AARON ENRIQUE,CARMONA CASILLAS RUBEN URIEL,I,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,31,DIPUTADO FEDERAL RP,FRIAS DOMINGUEZ MARTHA ELIZABETH,GOMEZ ARAGON MIRIAM LORENA,I,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,32,DIPUTADO FEDERAL RP,MURILLO VALTIERRA JULIO CESAR,ALVAREZ ESPINOZA JOAQUIN HUSAI,I,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,33,DIPUTADO FEDERAL RP,DELGADILLO REYNOSO PATRICIA DOLORES,LUNA JIMENEZ TERESA,I,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,34,DIPUTADO FEDERAL RP,SAUCEDA GARCIA HUSSEIM,LOPEZ CASTRO EDDIE RENE,I,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,35,DIPUTADO FEDERAL RP,SANCHEZ HERNANDEZ GRECIA MARIA DE JESUS,ZAVALA MARQUEZ IRENE ELIZABETH,I,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,36,DIPUTADO FEDERAL RP,GRACIANO TINOCO ALFREDO,VERDUGO MONTAÑO RAUL,I,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,37,DIPUTADO FEDERAL RP,LAM CHANG HILDA ALCIRA,GAMMA DORAME KARLA ALEJANDRA,I,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,38,DIPUTADO FEDERAL RP,SARABIA ESPARZA OMAR ABISAID,JUAREZ MARTINEZ RODOLFO,I,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,39,DIPUTADO FEDERAL RP,CISNEROS VALDIVIA LAURA NANCY,VALDIVIA MARTINEZ LAURA,I,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,40,DIPUTADO FEDERAL RP,LAM ANGULO LUIS ANTONIO,ZEPEDA CHANG VICTOR FERNANDO,I,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,1,DIPUTADO FEDERAL RP,ESPARZA MARQUEZ FRIDA ALEJANDRA,MARTINEZ ARIAS MARIA GUADALUPE,II,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,2,DIPUTADO FEDERAL RP,ORTEGA MARTINEZ ANTONIO,HERNANDEZ MEDINA JESUS JOSUE,II,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,3,DIPUTADO FEDERAL RP,ESTEFANIA AYALA JANET PALOMA,TORRES NOVOA MINERVA DIANA,II,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,4,DIPUTADO FEDERAL RP,GALLARDO CARDONA JOSE RICARDO,MARQUEZ MADRID CAMERINO ELEAZAR,II,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,5,DIPUTADO FEDERAL RP,HIDALGO MONTAÑEZ REBECA,MARES RUVALCABA LILIANA,II,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,6,DIPUTADO FEDERAL RP,GAMEZ CABRERA JUAN PABLO,GARCIA SALINAS FERNANDO,II,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,7,DIPUTADO FEDERAL RP,RODRIGUEZ ROJANO MONSERRAT,BUENROSTRO RODRIGUEZ ELIZABETH,II,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,8,DIPUTADO FEDERAL RP,LUNA JIMENEZ RAFAEL,LUNA HIDALGO RAFAEL DE JESUS,II,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,9,DIPUTADO FEDERAL RP,DE LA GARZA DE LA FUENTE LAURA ESTHER,CASTRO VALLEJO MIREYA,II,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,10,DIPUTADO FEDERAL RP,GOMEZ ALVAREZ LUIS ENRIQUE,MARTINEZ TORRES MARTIN AMADO,II,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,11,DIPUTADO FEDERAL RP,UREÑA CALDERON ANA KAREN,CAMACHO LEAL LAURA,II,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,12,DIPUTADO FEDERAL RP,NAVARRO MURILLO RIGOBERTO,TEJEDA CHAVEZ MARIO ALBERTO,II,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,13,DIPUTADO FEDERAL RP,JASSO PINEDA KARIME ANNAHI,AGUILAR CAMACHO IRMA PATRICIA,II,M,M
