ESTADO_ELECCION,NOMBRE_ASOCIACION,TIPO_CANDIDATURA_PROP,NOMBRE_PROPIETARIO,NOMBRE_SUP,DISTRITO_ELECCION,SEXO_PROP,SEXO_SUP
MORELOS,PARTIDO ACCIÓN NACIONAL,DIPUTADO FEDERAL MR,MOJICA LINARES EMMANUEL ALBERTO,MARTINEZ CATALAN LUIS ENRIQUE,1-CUERNAVACA,H,H
MORELOS,PARTIDO ACCIÓN NACIONAL,DIPUTADO FEDERAL MR,GUADARRAMA GARCIA MARIA DEL ROCIO,MENDOZA LAUREANO XOCHILT ABIGAIL,2-JIUTEPEC,M,M
MORELOS,PARTIDO ACCIÓN NACIONAL,DIPUTADO FEDERAL MR,REYES CARMONA MONICA,LEZAMA BARRERA KAREN GIOVANNA,3-CUAUTLA,M,M
MORELOS,PARTIDO ACCIÓN NACIONAL,DIPUTADO FEDERAL MR,VARGAS SALGADO GERARDO,RUIZ ARCE JOAQUIN,4-JOJUTLA,H,H
MORELOS,PARTIDO ACCIÓN NACIONAL,DIPUTADO FEDERAL MR,AVILA PEREZ BERTHA OLIVA,VILLAFRANCA BARCENAS MARIA NIEVES,5-YAUTEPEC,M,M
NUEVO LEON,PARTIDO ACCIÓN NACIONAL,DIPUTADO FEDERAL MR,SALINAS WOLBERG HERNAN,ARRAMBIDE MONTEMAYOR JORGE ALBERTO,1-SANTA CATARINA,H,H
NUEVO LEON,PARTIDO ACCIÓN NACIONAL,DIPUTADO FEDERAL MR,FLORES ESCOBAR OSCAR ALEJANDRO,GUTIERREZ COVARRUBIAS OLEGARIO,2-APODACA,H,H
NUEVO LEON,PARTIDO ACCIÓN NACIONAL,DIPUTADO FEDERAL MR,MASTRETTA LOPEZ JUAN RAMON,LOPEZ CRUZ JOSE ALBERTO,3-GRAL. ESCOBEDO,H,H
NUEVO LEON,PARTIDO ACCIÓN NACIONAL,DIPUTADO FEDERAL MR,FLORES SUAREZ RICARDO,ALVARADO MENDOZA JULIO CÉSAR,4-SAN NICOLAS DE LOS GARZA,H,H
NUEVO LEON,PARTIDO ACCIÓN NACIONAL,DIPUTADO FEDERAL MR,DURON SANCHEZ ELIZABETH DEL CARMEN,VILLARREAL MALDONADO ANA NATALIA,5-MONTERREY,M,M
NUEVO LEON,PARTIDO ACCIÓN NACIONAL,DIPUTADO FEDERAL MR,GOMEZ CARDENAS ANNIA SARAHI,SORIA GUTIERREZ ALEJANDRA,6-MONTERREY,M,M
NUEVO LEON,PARTIDO ACCIÓN NACIONAL,DIPUTADO FEDERAL MR,PARTIDA HERNANDEZ TANIA ELIZABETH,PEREZ VILLANUEVA NADIA IVETTE,7-GARCIA,M,M
NUEVO LEON,PARTIDO ACCIÓN NACIONAL,DIPUTADO FEDERAL MR,PEÑA DORADO MARIA DEL CARMEN,GAMEZ GARZA DIANA ESPERANZA,8-GUADALUPE,M,M
NUEVO LEON,PARTIDO ACCIÓN NACIONAL,DIPUTADO FEDERAL MR,HINOJOSA MALDONADO MARIA ALEJANDRA,MACIAS TREVIÑO MARIA DEL CARMEN,9-LINARES,M,M
NUEVO LEON,PARTIDO ACCIÓN NACIONAL,DIPUTADO FEDERAL MR,LOPEZ CISNEROS JOSE MARTIN,GARCÍA MARQUEZ JUAN MARTIN,10-MONTERREY,H,H
NUEVO LEON,PARTIDO ACCIÓN NACIONAL,DIPUTADO FEDERAL MR,ROBLEDO LEAL ERNESTO ALFONSO,SERNA VEGA RAFAEL ALEJANDRO,11-GUADALUPE,H,H
NUEVO LEON,PARTIDO ACCIÓN NACIONAL,DIPUTADO FEDERAL MR,MARTINEZ MORIN BERTHA,GARZA RIOS MARIBEL,12-BENITO JUAREZ,M,M
AGUASCALIENTES,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,ESPARZA HERRERA NORMA,MEDINA DE LUNA FABIOLA,1-JESUS MARIA,M,M
AGUASCALIENTES,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,LOZANO RIVERA RIO JOSE CARLOS,RAMOS MICHAUS ABNER ABED,2-AGUASCALIENTES,H,H
AGUASCALIENTES,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,GONZALEZ MARTINEZ LIZETTE IVON,DE ALBA MUÑOZ KARINA GUADALUPE,3-AGUASCALIENTES,M,M
BAJA CALIFORNIA,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,SALCEDO FLORES CELESTINO,CAMACHO LEDON RUBEN,1-MEXICALI,H,H
BAJA CALIFORNIA,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,ARESTEGUI VERDUGO JOSE LAURO,CASTILLO JIMENEZ MARCO ANAXIMANDRO,2-MEXICALI,H,H
BAJA CALIFORNIA,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,MARQUEZ RUBALCAVA GENESIS,FILATOFF FLORES FENKYA,3-ENSENADA,M,M
BAJA CALIFORNIA,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,BARRETO GONZALEZ VIANCCA LIZBETH,SOLIS LOPEZ VERONICA DEL CARMEN,4-TIJUANA,M,M
BAJA CALIFORNIA,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,BADIOLA MONTAÑO MIGUEL ANGEL,LOPEZ FAJARDO RODOLFO,5-TIJUANA,H,H
BAJA CALIFORNIA,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,SANTANA GONZALEZ ANA ERIKA,ROLDAN RAMIREZ MARIA GABRIELA,6-TIJUANA,M,M
BAJA CALIFORNIA,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,LOPEZ QUINTERO ADRIANA,BARBOSA RODRIGUEZ MARIA ESTHER,7-MEXICALI,M,M
BAJA CALIFORNIA,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,MADRIGAL SILVA JORGE MARIO,SANCHEZ REYES JEHU,8-TIJUANA,H,H
BAJA CALIFORNIA SUR,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,DE LA PEÑA ANGULO MARIA ISABEL,AMARILLAS MARQUEZ LOURDES,1-LA PAZ,M,M
BAJA CALIFORNIA SUR,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,FLORES ROMERO JESÚS,ALVAREZ COTA FRANCISCO JAVIER,2-SAN JOSE DEL CABO,H,H
CHIHUAHUA,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,FUENTES TELLEZ ADRIANA,GONZALEZ AMADOR ISELA ALDONZA,1-JUAREZ,M,M
CHIHUAHUA,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,FIERRO GARCIA GERARDO ALBERTO,BACA PARRA CARLOS HUMBERTO,2-JUAREZ,H,H
CHIHUAHUA,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,MERODIO REZA LILIA GUADALUPE,ALONSO CARREON LIZBETH,3-JUAREZ,M,M
CHIHUAHUA,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,HERNANDEZ ZETINA HIRAM,FLORES MARQUEZ CARLOS,4-JUAREZ,H,H
CHIHUAHUA,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,VALDIVIA GONZALEZ MARTIN ANTONIO,SERRATA MARTINEZ ENRIQUE OCTAVIO,5-DELICIAS,H,H
CHIHUAHUA,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,MELENDEZ RAMIREZ MONICA,REYES GUTIERREZ ROSA MARIA,6-CHIHUAHUA,M,M
CHIHUAHUA,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,PEREZ CAMPOS NEIL MARTIN,FLORES RODRIGUEZ JORGE ALBERTO,7-CUAUHTEMOC,H,H
CHIHUAHUA,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,CASTILLO RODRIGUEZ MINERVA,ARMENDARIZ LUCERO KARLA FAVIOLA,8-CHIHUAHUA,M,M
CHIHUAHUA,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,ORTIZ GONZALEZ GRACIELA,GUTIERREZ SOTELO NORA PATRICIA,9-HIDALGO DEL PARRAL,M,M
CIUDAD DE MEXICO,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,VILLASEÑOR DAVILA MARIBEL GUADALUPE,AVENDAÑO MARTINEZ ROSALIA,1-GUSTAVO A. MADERO,M,M
CIUDAD DE MEXICO,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,GARCIA RICO ARACELI,PEREZ DUARTE BLANCA OLIVIA,2-GUSTAVO A. MADERO,M,M
CIUDAD DE MEXICO,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,MORALES MELCHOR MARTIN,ROMERO LUJAN RICARDO,3-AZCAPOTZALCO,H,H
CIUDAD DE MEXICO,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,HERNANDEZ MARTINEZ GRECIA SAMANTHA,HERNANDEZ GONZALEZ EMMELYNI ESTTEFANIA,4-IZTAPALAPA,M,M
CIUDAD DE MEXICO,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,VASSALLO DOMINGUEZ FRANCISCO RAMON,ROLDAN MURCIA ISIDRO,5-TLALPAN,H,H
CIUDAD DE MEXICO,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,VELAZQUEZ VALENZUELA MARIA CRISTINA,JUAREZ MORA ANDREA LORENA,6-LA MAGDALENA CONTRERAS,M,M
CIUDAD DE MEXICO,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,SOLIS HERNANDEZ MARIA DEL ROSARIO,RAMIREZ RAMIREZ NORMA,7-GUSTAVO A. MADERO,M,M
CIUDAD DE MEXICO,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,RANGEL FLORES ADRIANHA,ROMERO CHAVERO DANIA,8-CUAUHTEMOC,M,M
CIUDAD DE MEXICO,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,ZALDIVAR ESPEJEL MARCO ANTONIO,GARCIA MENDEZ ALDO,9-TLAHUAC,H,H
CIUDAD DE MEXICO,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,VERDUGO TORRES DANIEL,GARCIA VANEGAS JOSE LUIS,10-MIGUEL HIDALGO,H,H
CIUDAD DE MEXICO,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,REYES ORTEGA CESAR AUGUSTO,REYES MARTINEZ DAVID,11-VENUSTIANO CARRANZA,H,H
CIUDAD DE MEXICO,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,MUÑOZ KAPAMAS FELIPE DE JESUS,CABEZAS GUTIERREZ FRANCISCO,12-CUAUHTEMOC,H,H
CIUDAD DE MEXICO,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,OLIVA MARTINEZ GABRIELA BERENICE,JIMENEZ MEDINA MARIA GUADALUPE,13-IZTACALCO,M,M
CIUDAD DE MEXICO,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,REYES GUILLEN KARINA,MUÑOZ JIMENEZ CAROLINA,14-TLALPAN,M,M
CIUDAD DE MEXICO,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,MORENO MERCADILLO FRANCISCO EDUARDO,REYES RETANA YAÑEZ JUAN EDUARDO,15-BENITO JUAREZ,H,H
CIUDAD DE MEXICO,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,ZEPEDA CRUZ JORGE AGUSTIN,LLAMAS GALVAN MANUEL FRANCISCO,16-ALVARO OBREGON,H,H
CIUDAD DE MEXICO,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,BETANZOS CORTES ISRAEL,DE LA PEÑA GARCÍA JOSE ALFREDO,17-CUAJIMALPA DE MORELOS,H,H
CIUDAD DE MEXICO,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,VALLE PERALTA DAVID,DIAZ BARTOLO GUILLERMO ANGEL,18-IZTAPALAPA,H,H
CIUDAD DE MEXICO,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,AGUILAR BRAVO ELIZABETH BELEM,RAMIREZ VILLEGAS LILIANA,19-IZTAPALAPA,M,M
CIUDAD DE MEXICO,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,PEREZ CEBALLOS SILVIA ESTHER,RODRIGUEZ ARROYO ROSA MARIA,20-IZTAPALAPA,M,M
CIUDAD DE MEXICO,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,ROBLES ORTIZ JANY,MEZA OLIVARES VIRIDIANA,21-XOCHIMILCO,M,M
CIUDAD DE MEXICO,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,PEREZ CEDEÑO MONSERRAT,HERNANDEZ CRUZ CLAUDIA ARISBETH,22-IZTAPALAPA,M,M
CIUDAD DE MEXICO,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,GUADARRAMA LARA MELISSA,GALAVIZ LIRA ADRIANA,23-COYOACAN,M,M
CIUDAD DE MEXICO,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,ARANA SORIANO MONICA IRMA,VALVERDE FLORES MARISOL,24-COYOACAN,M,M
DURANGO,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,SORIA RAMIREZ ADAN,MARTINEZ MONTENEGRO CARLOS ADOLFO,1-VICTORIA DE DURANGO,H,H
DURANGO,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,FERNANDEZ MARTINEZ ANAVEL,CISNEROS TORRES MARIA ISABEL,2-GOMEZ PALACIO,M,M
DURANGO,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,MATUK LOPEZ DE NAVA CARLOS,MARTINEZ CABRERA HOMERO,3-GUADALUPE VICTORIA,H,H
DURANGO,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,AVILA NEVAREZ PEDRO,GUTIERREZ DELGADO MANUEL ALEJANDRO,4-VICTORIA DE DURANGO,H,H
GUANAJUATO,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,BARRERA BARRERA PETRA,ARMAS GONZALEZ MARIA ALEJANDRA,1-SAN LUIS DE LA PAZ,M,M
GUANAJUATO,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,LABRADA ARAIZA JAIME CIRILO,PATLAN MATEHUALA ALI,2-SAN MIGUEL DE ALLENDE,H,H
GUANAJUATO,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,SERRANO RIVERA LAURA BELEN,MORALES VILLARREAL ANA LAURA,3-LEON,M,M
GUANAJUATO,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,ZAMORA GONZALEZ ANGEL EDUARDO,SANCHEZ MARTINEZ SALVADOR,4-GUANAJUATO,H,H
GUANAJUATO,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,KIRCHNER PLASCENCIA JAIME RICARDO,RUIZ ARIAS FERNANDO JOSE,5-LEON,H,H
GUANAJUATO,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,LOPEZ ZUÑIGA NORMA PATRICIA,GARCIA SANDOVAL JANETTE,6-LEON,M,M
GUANAJUATO,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,DAVALOS ANAYA ADELA SAMANTHA,PARADA MARTINEZ ZURISADAAY,7-SAN FRANCISCO DEL RINCON,M,M
GUANAJUATO,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,DE LA VEGA MAYAGOITIA ROSARIO DEL CARMEN,CONEJO TORRES TZITLALLI,8-SALAMANCA,M,M
GUANAJUATO,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,NAVARRETE ALDACO CLAUDIA BRIGIDA,NIETO AVILA MARIA LUISA ALEJANDRA,9-IRAPUATO,M,M
GUANAJUATO,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,GARCIA DEL HORNO RAFAEL,FLORES LEON EDUARDO,10-URIANGATO,H,H
GUANAJUATO,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,LOPEZ MARUN JUAN PABLO,VAZQUEZ GARCIA MIGUEL ANGEL,11-LEON,H,H
GUANAJUATO,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,SEGURA MONTES RODOLFO,AVILES HERNANDEZ CARLOS,12-CELAYA,H,H
GUANAJUATO,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,PADILLA DELGADO EMMANUEL,RODRIGUEZ TEJEDA ARMANDO JOSE,13-VALLE DE SANTIAGO,H,H
GUANAJUATO,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,LICEA ROJAS LORENZO,SIERRA RODRIGUEZ JOSE ALFREDO,14-ACAMBARO,H,H
GUANAJUATO,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,GONZALEZ GONZALEZ ARCELIA MARIA,VALLEJO GARCIA GRECIA MARCELA,15-IRAPUATO,M,M
JALISCO,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,AGUILAR CARRILLO LUCIA,ARQUIETA BADILLO LIZBETH VERONICA,1-TEQUILA,M,M
JALISCO,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,MARQUEZ DE ANDA JUAN ALBERTO,LOPEZ ATILANO SERGIO,2-LAGOS DE MORENO,H,H
JALISCO,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,HERNANDEZ ANAYA MIGUEL,SOTO VALENCIANO ALAN JOSAPHAT,3-TEPATITLAN DE MORELOS,H,H
JALISCO,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,ARELLANO GUZMAN SALVADOR,CARRANZA MURO ALBERTO,4-ZAPOPAN,H,H
JALISCO,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,ABARCA GUTIERREZ CESAR IGNACIO,PELAYO MARTINEZ JOSE GUADALUPE,5-PUERTO VALLARTA,H,H
JALISCO,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,GARCIA CHRISTEINICKE JUAN CARLOS,GARCIA LOPEZ ALFREDO,6-ZAPOPAN,H,H
JALISCO,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,MAESTRO LANDEROS NICOLAS,ENRIQUEZ ARTEAGA LORENZO,7-TONALA,H,H
JALISCO,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,RUIZ URIBE XIMENA,ESPARZA OLIVARES ALEJANDRA GABRIELA,8-GUADALAJARA,M,M
JALISCO,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,OLGUIN ROJAS VICTORIA ANAHI,GONZALEZ RAMIREZ SARA PATRICIA,9-GUADALAJARA,M,M
JALISCO,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,MARQUEZ LAUREANO MARIANA SOPHIA,MEJIA LUCAS PATRICIA,10-ZAPOPAN,M,M
JALISCO,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,CHAVEZ ARIAS NORMA ELIZABETH,RICO SOLIS SANDRA,11-GUADALAJARA,M,M
JALISCO,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,PEREZ GONZALEZ ALINA,GUZMAN GONZALEZ MA CARMEN,12-TLAJOMULCO DE ZUÑIGA,M,M
JALISCO,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,TORRES CERVANTES KARLA,HERNANDEZ TOLENTINO OLIVIA,13-TLAQUEPAQUE,M,M
JALISCO,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,OTAL LOBO SERGIO JAVIER,CARDONA MUÑOZ ROGELIO,14-GUADALAJARA,H,H
JALISCO,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,RUIZ MORENO MARIA DEL REFUGIO,QUIROZ SERRATOS ESMERALDA,15-LA BARCA,M,M
JALISCO,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,VALDOVINOS SANCHEZ CYNTHIA,RAMOS FIERROS DORA ELIA ESTEFANIA,16-TLAQUEPAQUE,M,M
JALISCO,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,MARTIN CASTELLANOS SERGIO MIGUEL,AMADOR RAMIREZ JOSE ANTONIO,17-JOCOTEPEC,H,H
JALISCO,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,CORONA VIZCARRA FABRICIO ISRAEL,CUENCA CISNEROS JESUS SALVADOR,18-AUTLAN DE NAVARRO,H,H
JALISCO,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,BARAJAS DEL TORO SALVADOR,SALVADOR BAUTISTA EDGAR JOEL,19-CIUDAD GUZMAN,H,H
JALISCO,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,ARANA ARANA JORGE,VIZCARRA ALVAREZ JOSE FELIX,20-TONALA,H,H
MICHOACAN,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,GALINDO PEDRAZA J REYES,BARRON CELIS DAVID,1-LAZARO CARDENAS,H,H
MICHOACAN,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,SOSA LOPEZ ANTONIO,HERRERA VENTURA MIGUEL ANGEL,2-PURUANDIRO,H,H
MICHOACAN,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,RIVAS ESPITIA SONIA ANGELICA,CARMONA GIESE MARCELA,3-HEROICA ZITACUARO,M,M
MICHOACAN,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,ALEJANDRE MARAVILLA SILVIA,DIEGO RUIZ SOFIA,4-JIQUILPAN DE JUAREZ,M,M
MICHOACAN,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,FLORES LUNA SERGIO,HERNANDEZ LUNA RICARDO,5-ZAMORA DE HIDALGO,H,H
MICHOACAN,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,LOPEZ ESPINO ANA KARINA,COLIN GUZMAN MARGARITA,6-CIUDAD HIDALGO,M,M
MICHOACAN,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,PIMENTEL REYES EVA MARIA,ALVAREZ CAZARES LAURA ADRIANA,7-ZACAPU,M,M
MICHOACAN,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,LAZARO MEDINA WILFRIDO,TELLEZ PONCE JUAN CARLOS,8-MORELIA,H,H
MICHOACAN,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,GOMEZ BARRAGAN SELENE,SOTO BRAVO MARIA LUZ,9-URUAPAN DEL PROGRESO,M,M
MICHOACAN,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,COLOR GASCA GERONIMO,ZARATE VARGAS EDUARDO,10-MORELIA,H,H
MICHOACAN,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,PEREZ VEGA ITZIA YURIXIH,CALLEJAS AGUILAR PAOLA DANIELA,11-PATZCUARO,M,M
MICHOACAN,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,AVILA MADRIZ NAYELI,RIOS TORRES MA. GUILLERMINA,12-APATZINGAN DE LA CONSTITUCION,M,M
NAYARIT,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,DOMINGUEZ ARVIZU MARIA HILARIA,DE HARO GARCIA GABRIELA,1-SANTIAGO IXCUINTLA,M,M
NAYARIT,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,BAUTISTA ZAMBRANO SOFIA,QUINTANILLA RUIZ KARLA GABRIELA,2-TEPIC,M,M
NAYARIT,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,GOMEZ PEREZ JOSE,REGALADO CURIEL ALEJANDRO,3-COMPOSTELA,H,H
NUEVO LEON,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,TOUSSAINT ELOSUA LUIS,TREVIÑO FARIAS FERNANDO,1-SANTA CATARINA,H,H
NUEVO LEON,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,CANTU GARCIA OSCAR ALBERTO,GARCIA VILLARREAL JOSE ANTONIO,2-APODACA,H,H
NUEVO LEON,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,PALACIOS MEDINA SANDRA PATRICIA,GONZALEZ CARDENAS YOLANDA LIZETH,3-GRAL. ESCOBEDO,M,M
NUEVO LEON,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,GRAJALES FLORES MARIA DEL ROBLE,ROMAN NAJERA REYNA,4-SAN NICOLAS DE LOS GARZA,M,M
NUEVO LEON,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,GUERRA CASTILLO MARCELA,DE LA GARZA TERRAZAS ROMINA,5-MONTERREY,M,M
NUEVO LEON,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,GARCIA SALAS ARIADNE VALERIA,PIÑA GARCIA NANCY ABIGAIL,6-MONTERREY,M,M
NUEVO LEON,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,LLANES RIVERA ROSALVA,JUAREZ SOTO KAREN MIGDALIA,7-GARCIA,M,M
NUEVO LEON,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,AGUIRRE MALDONADO MA. DE JESUS,ELIZONDO PERALES GUADALUPE,8-GUADALUPE,M,M
