ESTADO_ELECCION,NOMBRE_ASOCIACION,TIPO_CANDIDATURA_PROP,NOMBRE_PROPIETARIO,NOMBRE_SUP,DISTRITO_ELECCION,SEXO_PROP,SEXO_SUP
GUANAJUATO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,LÓPEZ MONTOYA GERARDO,LOPEZ GARCIA DANIEL,7-SAN FRANCISCO DEL RINCON,H,H
GUANAJUATO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,LUNA CRESPO MARTHA ELIZABETH,SALAZAR SAN ELIAS MARTHA IRENE,8-SALAMANCA,M,M
GUANAJUATO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,VAZQUEZ MUÑOZ ALFONSO,BECERRA CASTAÑEDA JUAN ADRIAN,9-IRAPUATO,H,H
GUANAJUATO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,FRANCO GONZALEZ JOSE ANTONIO,SALAS CALLEJAS SILVESTRE,10-URIANGATO,H,H
GUANAJUATO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,GOMEZ ESCALANTE RICARDO,OROZCO ROBLES ROLANDO,11-LEON,H,H
GUANAJUATO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,CONTRERAS SOTO MARIA DEL PILAR,ESPINOSA BOLAÑOS MA DE SAN JUAN,12-CELAYA,M,M
GUANAJUATO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,MOSQUEDA GASCA ISRAEL,GASCA MURILLO ROBERTO CARLOS,13-VALLE DE SANTIAGO,H,H
GUANAJUATO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,ESTRADA DE LA CRUZ CLAUDIA GABRIELA,MORALES RODRIGUEZ MARIANA,14-ACAMBARO,M,M
GUANAJUATO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,CHICO HERRERA MIGUEL ANGEL,MANZANO GUERRERO LUIS CARLOS,15-IRAPUATO,H,H
GUERRERO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,MOJICA WENCES VICTOR ADOLFO,MOJICA ESCALANTE MARIO HECTOR,1-CD. ALTAMIRANO,H,H
GUERRERO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,OCAMPO MANZANARES ARACELI,FIGUEROA ELGUERA ELIZABETH,2-IGUALA,M,M
GUERRERO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,CABRERA LAGUNAS MA DEL CARMEN,SORIA MORALES COYOLXAUHQUI,3-ZIHUATANEJO,M,M
GUERRERO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,LOPEZ RODRIGUEZ ABELINA,LOZANO ZAVALA LETICIA,4-ACAPULCO,M,M
GUERRERO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,MANZANO SALAZAR JAVIER,CASTRO GUEVARA FREDY DE JESUS,5-TLAPA,H,H
GUERRERO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,RENDON CASTRO JORGE LUIS,MIRANDA SALGADO MARCO ANTONIO,6-CHILAPA,H,H
GUERRERO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,SANCHEZ BARRIOS CARLOS,MUÑIZ OLMEDO BULMARO EMILIANO,7-CHILPANCINGO,H,H
GUERRERO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,CAYETANO GARCIA RUBEN,RUANO ALCARAZ GREGORIO,8-AYUTLA DE LOS LIBRES,H,H
GUERRERO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,MERLIN GARCIA MARIA DEL ROSARIO,HERNANDEZ AGUERO JOAQUINA,9-ACAPULCO,M,M
JALISCO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,HERNANDEZ DELGADO MITSUO JANATHAN IXCOATL,RODRIGUEZ CASTRO MIGUEL ANGEL,1-TEQUILA,H,H
JALISCO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,TORRES MARTIN LUIS FERNANDO,ENRIQUEZ MUÑOZ ANGEL,2-LAGOS DE MORENO,H,H
JALISCO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,RAMIREZ GUTIERREZ LUIS TARCICIO,BECERRA LOPEZ FRANCISCO,3-TEPATITLAN DE MORELOS,H,H
JALISCO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,GIADANS VALENZUELA ALEJANDRA MARGARITA,GUTIERREZ QUINTANA SOCORRO PALMIRA,4-ZAPOPAN,M,M
JALISCO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,JIMENEZ ANDRADE LORENA DEL SOCORRO,ORTIZ RODRIGUEZ MA. ESPERANZA,5-PUERTO VALLARTA,M,M
JALISCO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,CHAVEZ PARRA RUTH AMELIA,QUINTERO MENDOZA MARIA LILIANA,6-ZAPOPAN,M,M
JALISCO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,FLORES VAZQUEZ MARIA ELIZABETH,MORGADO CASTILLO KARINA CELIA,7-TONALA,M,M
JALISCO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,MACIAS GOMEZ ROCIO DEL CARMEN,ROSAS RAMIREZ MARIA DE LOS ANGELES,8-GUADALAJARA,M,M
JALISCO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,ALMEDA HERNANDEZ DEMETRIO,VELASCO GONZALEZ LUIS GERONIMO,9-GUADALAJARA,H,H
JALISCO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,HERNANDEZ GONZALEZ CARLA PATRICIA,NAJAR BARRON MONICA LIVIER,10-ZAPOPAN,M,M
JALISCO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,MARTINEZ SANCHEZ ANA SOFIA,PEREZ MUÑOZ AZUCENA,11-GUADALAJARA,M,M
JALISCO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,GONZALEZ LOPEZ JENNIFER NATHALIE,CARRERA GARCIA BRENDA GUADALUPE,12-TLAJOMULCO DE ZUÑIGA,M,M
JALISCO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,LOPEZ IBARRA ALEJANDRO,CARRILLO VILLA OSCAR,13-TLAQUEPAQUE,H,H
JALISCO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,MOSQUEDA MANZO FRANCISCO JAVIER,GAYTAN RIVAS CRISPIN,14-GUADALAJARA,H,H
JALISCO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,SEGOVIANO TRUJILLO FRANCISCO,MACIAS CADILLO JOSE LUIS,15-LA BARCA,H,H
JALISCO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,PEREZ SEGURA LAURA IMELDA,LOPEZ MARTINEZ SOCORRO,16-TLAQUEPAQUE,M,M
JALISCO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,PEREZ RIVERA LUIS FERNANDO,GONZALEZ QUINTERO MARCO ANTONIO,17-JOCOTEPEC,H,H
JALISCO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,ROSAS ROMERO MARCO TULIO,ORTEGA GUZMAN JOSE RAFAEL,18-AUTLAN DE NAVARRO,H,H
JALISCO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,CARDENAS GALVAN CLARA,RUIZ MILLAN MARIA TERESA,19-CIUDAD GUZMAN,M,M
JALISCO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,PEÑA CORTES CUAUHTEMOC,CASTRO MEDINA RUBEN,20-TONALA,H,H
MEXICO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,MORALES LUCAS PABLO MARTIN,SEGUNDO DURAN J SANTOS,1-JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,H,H
MEXICO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,VAZQUEZ GARCIA DIONICIA,FLORES MARTINEZ ELENA LAURA,2-SANTA MARIA TULTEPEC,M,M
MEXICO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,MARU MEJIA MARIA TERESA,RIOS GARCIA MARIA DE LOURDES,3-ATLACOMULCO DE FABELA,M,M
MEXICO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,CARRASCO GODINEZ NELLY MINERVA,CRUZ SALINAS ROSARIO,4-NICOLAS ROMERO,M,M
MEXICO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,FAVELA PEÑUÑURI FRANCISCO,ZUÑIGA QUIJADA APOLINAR,5-TEOTIHUACAN DE ARISTA,H,H
MEXICO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,GARCIA AGUILAR CAROLINA,CALVA ALEMAN KARLA IVETTE,6-COACALCO DE BERRIOZABAL,M,M
MEXICO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,ZAGAL RAMÍREZ XOCHITL NASHIELLY,GUERRA NAVARRO LAURA MONICA,7-CUAUTITLAN IZCALLI,M,M
MEXICO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,CONTRERAS MONTES GUSTAVO,DIAZ GONZALEZ FLORES GUILLERMO,8-TULTITLAN DE MARIANO ESCOBEDO,H,H
MEXICO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,CHAVEZ MUNGUIA JORGE,AGUILAR RUIZ ONORIO,9-SAN FELIPE DEL PROGRESO,H,H
MEXICO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,NAVARRETE RIVERA ALMA DELIA,ESCOBAR BRIONES TERESA,10-ECATEPEC DE MORELOS,M,M
MEXICO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,HERNÁNDEZ PEREZ MARÍA EUGENIA,BENITEZ TORRES NATALIA,11-ECATEPEC DE MORELOS,M,M
MEXICO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,ARVIZU DE LA LUZ FELIPE RAFAEL,VERA FLORES PEDRO ANTONIO,12-IXTAPALUCA,H,H
MEXICO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,DÍAZ GARCIA MARÍA ELIZABETH,HERNANDEZ CRUZ GABRIELA,13-ECATEPEC DE MORELOS,M,M
MEXICO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,DOMINGUEZ VAZQUEZ CLAUDIA ANGELICA,PENICHE RODRIGUEZ KARLA PAOLA,14-CIUDAD ADOLFO LOPEZ MATEOS,M,M
MEXICO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,SANCHEZ BARRALES ZAVALZA RAUL ERNESTO,LARA HERNANDEZ JOSE FRANCISCO,15-CIUDAD ADOLFO LOPEZ MATEOS,H,H
MEXICO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,MANZANILLA TELLEZ EMILIO,GARCIA HERNANDEZ JOSE ANTONIO,16-ECATEPEC DE MORELOS,H,H
MEXICO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,ROMÁN ÁVILA MARÍA GUADALUPE,GONZALEZ HERNANDEZ KATIA,17-ECATEPEC DE MORELOS,M,M
MEXICO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,MORALES OLIVARES JERONIMO,OLIVARES PLIEGO RAYMUNDO,18-HUIXQUILUCAN DE DEGOLLADO,H,H
MEXICO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,MURGUIA SOTO ULISES,HERNANDEZ RAMIREZ JOSE DANIEL ALFONSO,19-TLALNEPANTLA DE BAZ,H,H
MEXICO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,SÁNCHEZ RODRIGUEZ JUAN PABLO,RODRIGUEZ HERNANDEZ LUIS MIGUEL,20-CD. NEZAHUALCOYOTL,H,H
MEXICO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,SÁNCHEZ ORTIZ GRACIELA,GARCIA DIAZ BRENDA ANAHI,21-AMECAMECA DE JUAREZ,M,M
MEXICO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,MORA RÍOS MARÍA TERESA REBECA ROSA,MONTOYA MARQUEZ JUANA BERENICE,22-NAUCALPAN DE JUAREZ,M,M
MEXICO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,ORIHUELA NAVA DAVID,TORRES SILES NIVARDO,23-LERMA DE VILLADA,H,H
MEXICO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,HUERTA DEL RIO MARÍA DE LOS ÁNGELES,ESQUINCA GONZALEZ KORINA ANGELICA,24-NAUCALPAN DE JUAREZ,M,M
MEXICO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,LÓPEZ APARICIO DELFINO,LOPEZ CORNEJO SILVESTRE,25-CHIMALHUACAN,H,H
MEXICO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,MORENO MEDINA ESMERALDA DE LOS ANGELES,TERRON RAMIREZ MARIA DEL PILAR,26-TOLUCA DE LERDO,M,M
MEXICO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,GONZALEZ YAÑEZ OSCAR,LOPEZ DOTOR LUIS OSVALDO,27-METEPEC,H,H
MEXICO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,DOMINGUEZ RODRIGUEZ ROBERTO ANGEL,PINEDA DELGADO PEDRO EDUARDO,28-ZUMPANGO DE OCAMPO,H,H
MEXICO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,ROBLES ORTIZ MARTHA,MARTINEZ MALDONADO GABRIELA GUADALUPE,29-CD. NEZAHUALCOYOTL,M,M
MEXICO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,HERNÁNDEZ PEREZ CÉSAR AGUSTÍN,MENDEZ GONZALEZ JUAN GABRIEL,30-CHIMALHUACAN,H,H
MEXICO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,BAUTISTA BRAVO JUAN ÁNGEL,GONZALEZ VARGAS JOSE GUADALUPE,31-CD. NEZAHUALCOYOTL,H,H
MEXICO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,MARTINEZ VENTURA LUIS ENRIQUE,VARGAS ALVAREZ JAIME GONZALO,32-VALLE DE CHALCO SOLIDARIDAD,H,H
MEXICO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,ONOFRE VAZQUEZ VICENTE ALBERTO,TORRES DUEÑAS GABRIEL,33-CHALCO DE DIAZ COVARRUBIAS,H,H
MEXICO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,CARRILLO MARTINEZ MIROSLAVA,DIAZ AVILEZ MARIA GUADALUPE,34-TOLUCA DE LERDO,M,M
MEXICO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,HERNANDEZ TAPIA ARTURO ROBERTO,VIDAL GOMEZ FELIPE,35-TENANCINGO DE DEGOLLADO,H,H
MEXICO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,FLORES VALDEZ YOLANDA,SILVA VELAZQUEZ MARIA GUADALUPE,36-TEJUPILCO DE HIDALGO,M,M
MEXICO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,ZENTENO SANTAELLA PEDRO MARIO,ARENAS MADRIGAL EDGAR EDUARDO,37-CUAUTITLAN,H,H
MEXICO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,ALMAZÁN BURGOS KARLA YURITZI,YESCAS RUIZ MARIA IMELDA AGUSTINA,38-TEXCOCO DE MORA,M,M
MEXICO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,MONTALVO LUNA JOSE LUIS,MORALES VELASCO IVAN,39-LOS REYES ACAQUILPAN,H,H
MEXICO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,REYES COLIN MARCO ANTONIO,ESTRADA ARRIAGA ADRIAN,40-SAN MIGUEL ZINACANTEPEC,H,H
MEXICO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,RESENDIZ HERNANDEZ NANCY CLAUDIA,ZAMORA ORIHUELA DIANA LAURA,41-OJO DE AGUA,M,M
MICHOACAN,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,FLORES ANGUIANO FELICIANO,SOBERANO RAMIREZ HUMBERTO,1-LAZARO CARDENAS,H,H
MICHOACAN,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,BARAJAS BARAJAS ESTEBAN,CORTES GAMEZ INDALECIO,2-PURUANDIRO,H,H
MICHOACAN,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,BERNAL MARTINEZ MARY CARMEN,GARCIA ARELLANO ROSA MAYRA,3-HEROICA ZITACUARO,M,M
MICHOACAN,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,RUIZ SANCHEZ YOLANDA LETICIA,AGUILAR GUZMAN YOLANDA,4-JIQUILPAN DE JUAREZ,M,M
MICHOACAN,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,GUERRERO BARRERA YOLANDA,GARCIA IBARRA GISELLE,5-ZAMORA DE HIDALGO,M,M
MICHOACAN,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,SANCHEZ CASTRO ANITA,JUAREZ GARCIA MARIA DE JESUS,6-CIUDAD HIDALGO,M,M
MICHOACAN,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,HERRERA PEREZ GONZALO,CUIN SIMON MIGUEL ANGEL,7-ZACAPU,H,H
MICHOACAN,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,GUILLÉN QUIROZ ANA LILIA,MANRIQUEZ LOPEZ RUTH YOLOTLI,8-MORELIA,M,M
MICHOACAN,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,CAMPOS EQUIHUA IGNACIO BENJAMIN,MENDOZA REYES JORGE ALBERTO,9-URUAPAN DEL PROGRESO,H,H
MICHOACAN,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,PEREZ NEGRON RUIZ IVAN ARTURO,LOPEZ DIAZ JOSE MISAEL,10-MORELIA,H,H
MICHOACAN,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,CALDERON GARCIA MERCEDES,LOPEZ CARRILLO VANESSA,11-PATZCUARO,M,M
MICHOACAN,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,HUACUS ESQUIVEL FRANCISCO JAVIER,MAYA TALAVERA GENARO,12-APATZINGAN DE LA CONSTITUCION,H,H
MORELOS,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,MOJICA TOLEDO ALEJANDRO,BARRERA HERNÁNDEZ OMAR ALFONSO,1-CUERNAVACA,H,H
MORELOS,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,PANI BARRAGAN ALEJANDRA,FLORES CARRANZA ESMERALDA,2-JIUTEPEC,M,M
MORELOS,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,GUERRA MENA JUANITA,HERNANDEZ GORDILLO ERIKA,3-CUAUTLA,M,M
MORELOS,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,ARGUELLES VICTORERO JORGE ARTURO,RONDIN CRUZ ALEJANDRO,4-JOJUTLA,H,H
MORELOS,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,AMBROCIO GACHUZ JOSE GUADALUPE,MEJIA GARCIA OSCAR,5-YAUTEPEC,H,H
NAYARIT,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,JARERO VELAZQUEZ MIGUEL PAVEL,JIMENEZ LOPEZ FRANCISCO,1-SANTIAGO IXCUINTLA,H,H
NAYARIT,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,PONCE MENDEZ MARIA GERALDINE,SANCHEZ HERNANDEZ AFRICA AZUCENA,2-TEPIC,M,M
NUEVO LEON,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,SOTO ESQUER MARIO ALEJANDRO,MALDONADO BELTRAN DEL RIO RAUL GERARDO,1-SANTA CATARINA,H,H
NUEVO LEON,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,ALVARADO MORENO MARIA GUILLERMINA,GARCIA VALLEJO REBECA LIDIA,2-APODACA,M,M
NUEVO LEON,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,GARCIA DUQUE JOSE LUIS,LOPEZ FLORES JUAN HUGO,3-GRAL. ESCOBEDO,H,H
NUEVO LEON,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,TRISTAN GUZMAN MARTHA ALICIA,ACOSTA DE LA ROSA MARLENE,4-SAN NICOLAS DE LOS GARZA,M,M
NUEVO LEON,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,GONZALEZ SOTO SANTIAGO,VAZQUEZ GONZALEZ PEDRO,5-MONTERREY,H,H
NUEVO LEON,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,GONZALEZ HINCKS JUDITH GRACE,ROSALES FLORES FRANCISCA,6-MONTERREY,M,M
NUEVO LEON,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,GARZA GUTIERREZ LAURA ERIKA DE JESUS,BENAVIDES LOZANO FEBE PRISCILA,7-GARCIA,M,M
NUEVO LEON,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,VARGAS CONTRERAS ERNESTO,CANCELADO,8-GUADALUPE,H,H
NUEVO LEON,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,YERENA SALAZAR JAIME ALBERTO,SANCHEZ CARDENAS NEFTALI,9-LINARES,H,H
NUEVO LEON,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,PIEDRA IBARRA MA DEL ROSARIO,SOLANO VAZQUEZ NANCY,10-MONTERREY,M,M
NUEVO LEON,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,BENAVIDES CASTILLO ARTURO,RODRIGUEZ PADILLA ANGEL DANIEL,11-GUADALUPE,H,H
NUEVO LEON,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,GONZALEZ CASTAÑEDA SANDRA PAOLA,CARRIZALES CARDENAS PERLA ELIZABETH,12-BENITO JUAREZ,M,M
OAXACA,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,MOLINA ESPINOZA IRINEO,ESTRADA RODRIGUEZ JORGE LUIS,1-SAN JUAN BAUTISTA TUXTEPEC,H,H
OAXACA,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,JUAN CARLOS IRMA,BARBOSA SOSA MARIA FERNANDA,2-TEOTITLAN DE FLORES MAGON,M,M
OAXACA,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,GARCIA GARCIA MARGARITA,LOPEZ HERRERA DALIA LETICIA,3-HEROICA CIUDAD DE HUAJUAPAN DE LEON,M,M
OAXACA,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,SANTIAGO CHEPI AZAEL,JAVIER NICOLAS JOEL,4-TLACOLULA DE MATAMOROS,H,H
OAXACA,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,ANTONIO ALTAMIRANO CAROL,QUECHA MOLINA RIGOBERTO,5-SALINA CRUZ,H,H
OAXACA,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,PEREZ LOPEZ BEATRIZ DOMINGA,MERINO GARCIA VIRGINIA,6-HEROICA CIUDAD DE TLAXIACO,M,M
OAXACA,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,DOMINGUEZ FLORES ROSALINDA,PINEDA RUIZ MARIA ANTONIA,7-CIUDAD IXTEPEC,M,M
OAXACA,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,ROBLES MONTOYA ANGEL BENJAMIN,AQUINO RAMIREZ GONZALO JESUS,8-OAXACA DE JUAREZ,H,H
OAXACA,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,BAUTISTA PELAEZ MARIA DEL CARMEN,RIOS RUIZ YESENIA,9-PUERTO ESCONDIDO,M,M
OAXACA,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,GUTIERREZ GUTIERREZ DANIEL,JACINTO GARCIA AZAEL,10-MIAHUATLAN DE PORFIRIO DIAZ,H,H
PUEBLA,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,ACUNDO GONZALEZ MIGUEL,ESQUITIN ALONSO JOSE FRANCISCO,1-HUAUCHINANGO DE DEGOLLADO,H,H
PUEBLA,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,HERNÁNDEZ JUÁREZ EVELIA,GABIÑO CORTEZ MARIA DEL CARMEN,2-CUAUTILULCO BARRIO,M,M
PUEBLA,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,BAEZ RUIZ CLAUDIA,MARTINEZ ROMANO ESTHER,3-TEZIUTLAN,M,M
PUEBLA,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,PARRA JUÁREZ INÉS,TORRES BRAVO MARIA ISABEL,4-AJALPAN,M,M
PUEBLA,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,SANCHEZ GARCIA LIZETH,HUERTA HERNANDEZ MARTHA,5-SAN MARTIN TEXMELUCAN DE LABASTIDA,M,M
PUEBLA,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,CARVAJAL HIDALGO ALEJANDRO,HERNÁNDEZ QUITERIO IZTAC,6-HEROICA PUEBLA DE ZARAGOZA,H,H
PUEBLA,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,GUZMÁN VALDEZ EDGAR,ACATA MARTINEZ ELOY,7-TEPEACA,H,H
PUEBLA,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,VENCES VALENCIA JULIETA KRISTAL,PRIETO AVENDAÑO MARISOL,8-CIUDAD SERDAN,M,M
PUEBLA,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,ARECHIGA SANTAMARIA JOSE GUILLERMO,PEREZ ARROYO ALFONSO,9-HEROICA PUEBLA DE ZARAGOZA,H,H
PUEBLA,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,SALVATORI BOJALIL NAYELI,CHILACA MUÑOZ ESPERANZA ESTELA,10-CHOLULA DE RIVADAVIA,M,M
PUEBLA,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,HUERTA CORONA BENJAMIN SAUL,AGUILAR CALDELAS MARIO ENRIQUE,11-HEROICA PUEBLA DE ZARAGOZA,H,H
PUEBLA,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,MANZANILLA PRIETO FERNANDO LUIS,MORALES FLORES EUDOXIO,12-HEROICA PUEBLA DE ZARAGOZA,H,H
PUEBLA,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,JIMENEZ Y MENESES HECTOR GUILLERMO DE JESUS,PEÑA HIDALGO JULIAN,13-ATLIXCO,H,H
PUEBLA,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,MACEDA CARRERA NELLY,GASPAR RAMIREZ CAROLINA,14-ACATLAN DE OSORIO,M,M
